"ONS_Code","PCV_12m","PCV_24m","Population_12m","Population_24m","Year","Quarter","Timepoint","Vaccine_Schedule","UTLA_Name"
"E09000025",88.9700996677741,79.2452830188679,1505,1431,"2023/2024","Q1","0","1",NA
"E09000026",88.400374181478,83.0042918454936,1069,1165,"2023/2024","Q1","0","1","Redbridge"
"E09000027",79.4582392776524,76.8953068592058,443,554,"2023/2024","Q1","0","1","Richmond upon Thames"
"E09000028",91.4473684210526,79.9202127659575,760,752,"2023/2024","Q1","0","1","Southwark"
"E09000029",94.9899799599198,88.1443298969072,499,582,"2023/2024","Q1","0","1","Sutton"
"E09000030",90.2140672782875,83.4020618556701,981,970,"2023/2024","Q1","0","1","Tower Hamlets"
"E09000031",90.6374501992032,82.5794032723773,1004,1039,"2023/2024","Q1","0","1","Waltham Forest"
"E09000032",90.4809619238477,85.9925788497217,998,1078,"2023/2024","Q1","0","1","Wandsworth"
"E09000033",89.766081871345,81.1594202898551,342,414,"2023/2024","Q1","0","1","Westminster"
"E06000035",92.8494041170098,89.2741061755146,923,923,"2023/2024","Q1","0","1","Medway"
"E06000036",94.8126801152738,91.8367346938776,347,392,"2023/2024","Q1","0","1","Bracknell Forest"
"E06000037",96.5616045845272,95.906432748538,349,342,"2023/2024","Q1","0","1","West Berkshire"
"E06000038",93.5023771790808,89.4904458598726,631,628,"2023/2024","Q1","0","1","Reading"
"E06000039",91.1111111111111,87.9279279279279,540,555,"2023/2024","Q1","0","1","Slough"
"E06000040",96.514745308311,92.5233644859813,373,428,"2023/2024","Q1","0","1","Windsor and Maidenhead"
"E06000041",97.289972899729,91.743119266055,369,436,"2023/2024","Q1","0","1","Wokingham"
"E06000042",96.2758620689655,91.3870246085011,725,894,"2023/2024","Q1","0","1","Milton Keynes"
"E06000043",94.3579766536965,91.1764705882353,514,578,"2023/2024","Q1","0","1","Brighton and Hove"
"E06000044",96.0474308300395,92.2697368421053,506,608,"2023/2024","Q1","0","1","Portsmouth"
"E06000045",95.0134770889488,89.9354838709678,742,775,"2023/2024","Q1","0","1","Southampton"
"E06000046",96.1538461538462,89.2156862745098,260,306,"2023/2024","Q1","0","1","Isle of Wight"
"E10000011",94.3800178412132,91.4572864321608,1121,1194,"2023/2024","Q1","0","1","East Sussex"
"E10000014",97.4106041923551,94.904831625183,3244,3415,"2023/2024","Q1","0","1","Hampshire"
"E10000016",94.5816350994965,91.2689173457509,4171,4295,"2023/2024","Q1","0","1","Kent"
"E10000025",95.8152173913044,93.3547695605573,1840,1866,"2023/2024","Q1","0","1","Oxfordshire"
"E10000030",95.3017832647462,83.8181818181818,2916,3300,"2023/2024","Q1","0","1","Surrey"
"E10000032",93.0632911392405,89.3370421882244,1975,2157,"2023/2024","Q1","0","1","West Sussex"
"E10000002",94.3487250172295,91.9404835709858,1451,1613,"2023/2024","Q1","0","1","Buckinghamshire"
"E06000022",96,95.7173447537473,450,467,"2023/2024","Q1","0","1","Bath and North East Somerset"
"E06000023",94.3069306930693,87.73373223635,1212,1337,"2023/2024","Q1","0","1","Bristol"
"E06000024",96.606334841629,94.4237918215613,442,538,"2023/2024","Q1","0","1",NA
"E06000025",96.0365853658537,94.9053857350801,656,687,"2023/2024","Q1","0","1","South Gloucestershire"
"E06000026",97.1428571428572,95.6647398843931,665,692,"2023/2024","Q1","0","1","Plymouth"
"E06000027",95.6363636363636,91.6398713826367,275,311,"2023/2024","Q1","0","1","Torbay"
"E06000030",95.2461799660441,93.3139534883721,589,688,"2023/2024","Q1","0","1","Swindon"
"E06000052",95.2813067150635,91.6874480465503,1102,1203,"2023/2024","Q1","0","1","Cornwall"
"E06000054",96.8337730870712,95.3846153846154,1137,1170,"2023/2024","Q1","0","1","Wiltshire"
"E10000008",95.4515491100857,93.8423645320197,1517,1624,"2023/2024","Q1","0","1","Devon"
"E06000059",96.2962962962963,94.5480631276901,621,697,"2023/2024","Q1","0","1","Dorset"
"E10000013",95.6021650879567,92.6988265971317,1478,1534,"2023/2024","Q1","0","1","Gloucestershire"
"E10000027",94.7538337368846,92.8625664388762,1239,1317,"2023/2024","Q1","0","1","Somerset"
"E06000058",96.4325529542921,88.1709741550696,897,1006,"2023/2024","Q1","0","1","Bournemouth, Christchurch and Poole"
"E06000001",96.3265306122449,92.4901185770751,245,253,"2023/2024","Q2","1","1","Hartlepool"
"E06000002",92.9032258064516,87.8542510121458,465,494,"2023/2024","Q2","1","1","Middlesbrough"
"E06000003",97.3607038123167,94,341,350,"2023/2024","Q2","1","1","Redcar and Cleveland"
"E06000004",96.9052224371373,95.3271028037383,517,535,"2023/2024","Q2","1","1","Stockton-on-Tees"
"E06000005",95.7528957528958,91.0344827586207,259,290,"2023/2024","Q2","1","1","Darlington"
"E06000047",97.8392394122731,95.6388676358072,1157,1307,"2023/2024","Q2","1","1","County Durham"
"E08000021",95.0261780104712,92.5093632958801,764,801,"2023/2024","Q2","1","1",NA
"E08000022",96.9758064516129,97.3684210526316,496,570,"2023/2024","Q2","1","1",NA
"E08000023",98.9795918367347,97.3753280839895,392,381,"2023/2024","Q2","1","1","South Tyneside"
"E08000024",98.0740740740741,95.1219512195122,675,697,"2023/2024","Q2","1","1","Sunderland"
"E08000037",97.5051975051975,93.2270916334661,481,502,"2023/2024","Q2","1","1","Gateshead"
"E06000057",98.0654761904762,96.6712898751734,672,721,"2023/2024","Q2","1","1",NA
"E06000006",95.7792207792208,93.5656836461126,308,373,"2023/2024","Q2","1","1","Halton"
"E06000007",96.7557251908397,92.7102803738318,524,535,"2023/2024","Q2","1","1","Warrington"
"E06000008",91.4563106796117,83.9059674502713,515,553,"2023/2024","Q2","1","1","Blackburn with Darwen"
"E06000009",93.719806763285,90.9952606635071,414,422,"2023/2024","Q2","1","1","Blackpool"
"E06000049",95.0248756218905,91.941391941392,1005,1092,"2023/2024","Q2","1","1","Cheshire East"
"E06000050",95.7317073170732,94.7995666305525,820,923,"2023/2024","Q2","1","1","Cheshire West and Chester"
"E08000001",93.0960086299892,90.9287257019439,927,926,"2023/2024","Q2","1","1","Bolton"
"E08000002",89.126213592233,83.2167832167832,515,572,"2023/2024","Q2","1","1","Bury"
"E08000003",91.2486064659978,85.4821235102925,1794,1846,"2023/2024","Q2","1","1","Manchester"
"E08000004",89.4289185905225,84.0989399293286,823,849,"2023/2024","Q2","1","1","Oldham"
"E08000005",86.7950481430537,81.3672922252011,727,746,"2023/2024","Q2","1","1","Rochdale"
"E08000006",88.9887640449438,85.3191489361702,890,940,"2023/2024","Q2","1","1","Salford"
"E08000007",95.0196592398427,90.7925407925408,763,858,"2023/2024","Q2","1","1","Stockport"
"E08000008",91.5739268680445,90.0602409638554,629,664,"2023/2024","Q2","1","1","Tameside"
"E08000009",95.0184501845018,93.7799043062201,542,627,"2023/2024","Q2","1","1","Trafford"
"E08000010",96.5034965034965,91.8918918918919,858,962,"2023/2024","Q2","1","1","Wigan"
"E08000011",86.8525896414343,86.9888475836431,502,538,"2023/2024","Q2","1","1","Knowsley"
"E08000012",87.2149274360747,81.0038119440915,1447,1574,"2023/2024","Q2","1","1","Liverpool"
"E08000013",94.4971537001898,90.2195608782435,527,501,"2023/2024","Q2","1","1","St. Helens"
"E08000014",92.7152317880795,87.1870397643594,604,679,"2023/2024","Q2","1","1","Sefton"
"E08000015",95.2063914780293,91.8577981651376,751,872,"2023/2024","Q2","1","1","Wirral"
"E10000006",97.0479704797048,95.7734573119189,1084,1183,"2023/2024","Q2","1","1","Cumbria"
"E10000017",94.7249919588292,90.6009244992296,3109,3245,"2023/2024","Q2","1","1","Lancashire"
"E06000010",93.6724565756824,88.3747178329571,806,886,"2023/2024","Q2","1","1","Kingston upon Hull"
"E06000011",97.6366322008863,96.2857142857143,677,700,"2023/2024","Q2","1","1","East Riding of Yorkshire"
"E06000012",96.5437788018433,94.7115384615384,434,416,"2023/2024","Q2","1","1",NA
"E06000013",93.398533007335,87.9912663755458,409,458,"2023/2024","Q2","1","1",NA
"E06000014",96.3553530751709,93.6507936507937,439,441,"2023/2024","Q2","1","1","York"
"E08000016",96.9558599695586,94.5054945054945,657,728,"2023/2024","Q2","1","1","Barnsley"
"E08000017",95.4904171364149,89.8429319371728,887,955,"2023/2024","Q2","1","1","Doncaster"
"E08000018",96.5968586387435,93.2705248990579,764,743,"2023/2024","Q2","1","1","Rotherham"
"E08000019",94.3984723106302,91.6363636363636,1571,1650,"2023/2024","Q2","1","1","Sheffield"
"E08000032",91.4870093974572,85.7765667574932,1809,1835,"2023/2024","Q2","1","1","Bradford"
"E08000033",94.1291585127202,91.5951972555746,511,583,"2023/2024","Q2","1","1","Calderdale"
"E08000034",94.1076003415884,91.6340891321345,1171,1279,"2023/2024","Q2","1","1","Kirklees"
"E08000035",92.9395477618828,87.5158696572154,2167,2363,"2023/2024","Q2","1","1","Leeds"
"E08000036",96.6698382492864,94.0285204991087,1051,1122,"2023/2024","Q2","1","1","Wakefield"
"E10000023",96.6914805624483,94.100074682599,1209,1339,"2023/2024","Q2","1","1",NA
"E06000015",95.8128078817734,89.908256880734,812,872,"2023/2024","Q2","1","1","Derby"
"E06000016",94.8306595365419,89.1534391534392,1122,1134,"2023/2024","Q2","1","1","Leicester"
"E06000017",95.7142857142857,94.2028985507246,70,69,"2023/2024","Q2","1","1","Rutland"
"E06000018",89.9509803921569,85.8369098712447,816,932,"2023/2024","Q2","1","1",NA
"E10000007",97.6464148877942,95.926477893691,1827,2013,"2023/2024","Q2","1","1","Derbyshire"
"E10000018",95.7225433526012,95,1730,1880,"2023/2024","Q2","1","1","Leicestershire"
"E10000019",95.159386068477,89.664358018114,1694,1877,"2023/2024","Q2","1","1","Lincolnshire"
"E10000024",95.1678535096643,92.3534798534799,1966,2184,"2023/2024","Q2","1","1",NA
"E06000019",96.6145833333334,94.5414847161572,384,458,"2023/2024","Q2","1","1","Herefordshire"
"E06000020",95.7720588235294,91.5641476274165,544,569,"2023/2024","Q2","1","1","Telford and Wrekin"
"E06000021",94.9820788530466,91.636798088411,837,837,"2023/2024","Q2","1","1","Stoke-on-Trent"
"E06000051",96.7310549777118,94.1747572815534,673,721,"2023/2024","Q2","1","1","Shropshire"
"E08000025",87.0384917517675,80.6270711190416,3819,3923,"2023/2024","Q2","1","1","Birmingham"
"E08000026",91.5418502202643,85.829307568438,1135,1242,"2023/2024","Q2","1","1","Coventry"
"E08000027",94.7927736450585,90.3679653679654,941,924,"2023/2024","Q2","1","1","Dudley"
"E08000028",92.3487544483986,85.5932203389831,1124,1180,"2023/2024","Q2","1","1","Sandwell"
"E08000029",93.4740882917466,92.4786324786325,521,585,"2023/2024","Q2","1","1","Solihull"
"E08000030",94.7655398037077,92.0489296636086,917,981,"2023/2024","Q2","1","1","Walsall"
"E08000031",91.5898617511521,84.6236559139785,868,930,"2023/2024","Q2","1","1","Wolverhampton"
"E10000028",95.3809523809524,93.4123847167326,2100,2277,"2023/2024","Q2","1","1","Staffordshire"
"E10000031",95.3866146848603,93.4396076026977,1539,1631,"2023/2024","Q2","1","1","Warwickshire"
"E10000034",95.8734525447043,93.574297188755,1454,1494,"2023/2024","Q2","1","1","Worcestershire"
"E06000031",88.9064976228209,82.6760563380282,631,710,"2023/2024","Q2","1","1","Peterborough"
"E06000032",89.8823529411765,83.4677419354839,850,992,"2023/2024","Q2","1","1","Luton"
"E06000033",93.0283224400871,89.2430278884462,459,502,"2023/2024","Q2","1","1","Southend-on-Sea"
"E06000034",89.087656529517,86.8263473053892,559,668,"2023/2024","Q2","1","1","Thurrock"
"E06000055",94.0384615384615,90.034965034965,520,572,"2023/2024","Q2","1","1","Bedford"
"E06000056",96.1313012895662,92.9460580912863,853,964,"2023/2024","Q2","1","1","Central Bedfordshire"
"E10000003",96.0558252427185,90.694087403599,1648,1945,"2023/2024","Q2","1","1","Cambridgeshire"
"E10000012",94.4993968636912,91.7768959435626,4145,4536,"2023/2024","Q2","1","1","Essex"
"E10000015",93.4602394841879,91.3398692810457,3257,3672,"2023/2024","Q2","1","1","Hertfordshire"
"E10000020",96.5641025641026,93.1532370749884,1950,2147,"2023/2024","Q2","1","1",NA
"E10000029",95.4266592303402,92.9650859822824,1793,1919,"2023/2024","Q2","1","1","Suffolk"
"E09000002",87.9268292682927,79.7701149425287,820,870,"2023/2024","Q2","1","1","Barking and Dagenham"
"E09000003",90.3143585386576,80.4711246200608,1177,1316,"2023/2024","Q2","1","1","Barnet"
"E09000004",91.6782246879334,84.418901660281,721,783,"2023/2024","Q2","1","1","Bexley"
"E09000005",91.2067352666043,79.8898071625344,1069,1089,"2023/2024","Q2","1","1","Brent"
"E09000006",94.7058823529412,88.6734693877551,850,980,"2023/2024","Q2","1","1","Bromley"
"E09000007",88.5964912280702,79.2663476874003,570,627,"2023/2024","Q2","1","1","Camden"
"E09000008",87.5,79.4670846394984,1256,1276,"2023/2024","Q2","1","1","Croydon"
"E09000009",92.1158487530169,85.5036855036855,1243,1221,"2023/2024","Q2","1","1","Ealing"
"E09000010",86.9012707722385,76.5466297322253,1023,1083,"2023/2024","Q2","1","1","Enfield"
"E09000011",91.7115177610334,85.4455445544554,929,1010,"2023/2024","Q2","1","1","Greenwich"
"E09000012",71.6842105263158,67.6995305164319,950,1065,"2023/2024","Q2","1","1","Hackney"
"E09000013",87.5647668393783,78.9819376026273,579,609,"2023/2024","Q2","1","1","Hammersmith and Fulham"
"E09000014",85.3086419753087,80.0668151447662,810,898,"2023/2024","Q2","1","1","Haringey"
"E09000015",88.125,83.3144154370034,800,881,"2023/2024","Q2","1","1","Harrow"
"E09000016",92.2155688622755,88.2285714285714,835,875,"2023/2024","Q2","1","1","Havering"
"E09000017",95.5696202531646,86.463298379409,948,1049,"2023/2024","Q2","1","1","Hillingdon"
"E09000018",90.7908992416035,84.5997973657548,923,987,"2023/2024","Q2","1","1","Hounslow"
"E09000019",89.7727272727273,78.6053882725832,616,631,"2023/2024","Q2","1","1","Islington"
"E09000020",81.9085487077535,72.8546409807356,503,571,"2023/2024","Q2","1","1","Kensington and Chelsea"
"E09000021",93.695652173913,89.2592592592593,460,540,"2023/2024","Q2","1","1","Kingston upon Thames"
"E09000022",90.7127429805616,82.6844262295082,926,976,"2023/2024","Q2","1","1","Lambeth"
"E09000023",92.2912205567452,84.2786069651741,934,1005,"2023/2024","Q2","1","1","Lewisham"
"E09000024",90.188679245283,82.753164556962,530,632,"2023/2024","Q2","1","1","Merton"
"E09000025",88.7610020311442,79.106529209622,1477,1455,"2023/2024","Q2","1","1",NA
"E09000026",89.2730496453901,78.9559543230016,1128,1226,"2023/2024","Q2","1","1","Redbridge"
"E09000027",77.3987206823028,74.9565217391304,469,575,"2023/2024","Q2","1","1","Richmond upon Thames"
"E09000028",89.8148148148148,84.297520661157,864,847,"2023/2024","Q2","1","1","Southwark"
"E09000029",93.3078393881453,86.3333333333333,523,600,"2023/2024","Q2","1","1","Sutton"
"E09000030",91.7695473251029,83.1238779174147,972,1114,"2023/2024","Q2","1","1","Tower Hamlets"
"E09000031",90.7127429805616,83.1192660550459,926,1090,"2023/2024","Q2","1","1","Waltham Forest"
"E09000032",91.0478128179044,84.4613918017159,983,1049,"2023/2024","Q2","1","1","Wandsworth"
"E09000033",83.8790931989924,78.9954337899543,397,438,"2023/2024","Q2","1","1","Westminster"
"E06000035",94.2702702702703,87.979274611399,925,965,"2023/2024","Q2","1","1","Medway"
"E06000036",96.4383561643836,88.5167464114833,365,418,"2023/2024","Q2","1","1","Bracknell Forest"
"E06000037",94.5026178010471,95.2879581151833,382,382,"2023/2024","Q2","1","1","West Berkshire"
"E06000038",91.8305597579425,90.9375,661,640,"2023/2024","Q2","1","1","Reading"
"E06000039",93.517017828201,87.3889875666075,617,563,"2023/2024","Q2","1","1","Slough"
"E06000040",95.4907161803714,94.9450549450549,377,455,"2023/2024","Q2","1","1","Windsor and Maidenhead"
"E06000041",95.3424657534246,93.5560859188544,365,419,"2023/2024","Q2","1","1","Wokingham"
"E06000042",93.9086294416244,91.2222222222222,788,900,"2023/2024","Q2","1","1","Milton Keynes"
"E06000043",93.5185185185185,90.3576982892691,540,643,"2023/2024","Q2","1","1","Brighton and Hove"
"E06000044",94.2275042444822,90.4255319148936,589,564,"2023/2024","Q2","1","1","Portsmouth"
"E06000045",94.885598923284,88.6956521739131,743,805,"2023/2024","Q2","1","1","Southampton"
"E06000046",94.2953020134228,91.0652920962199,298,291,"2023/2024","Q2","1","1","Isle of Wight"
"E10000011",93.5289042277826,91.005291005291,1159,1323,"2023/2024","Q2","1","1","East Sussex"
"E10000014",97.4193548387097,94.7480106100796,3410,3770,"2023/2024","Q2","1","1","Hampshire"
"E10000016",94.7331786542924,90.0352733686067,4310,4536,"2023/2024","Q2","1","1","Kent"
"E10000025",95.6454121306376,93.6911487758945,1929,2124,"2023/2024","Q2","1","1","Oxfordshire"
"E10000030",93.6746005868927,71.2676056338028,3067,3550,"2023/2024","Q2","1","1","Surrey"
"E10000032",93.4854969091774,89.9874319229158,2103,2387,"2023/2024","Q2","1","1","West Sussex"
"E10000002",95.9972394755003,92.7680798004988,1449,1604,"2023/2024","Q2","1","1","Buckinghamshire"
"E06000022",94.8545861297539,93.0885529157668,447,463,"2023/2024","Q2","1","1","Bath and North East Somerset"
"E06000023",93.3025404157044,89.9319727891156,1299,1470,"2023/2024","Q2","1","1","Bristol"
"E06000024",95.7115009746589,93.891797556719,513,573,"2023/2024","Q2","1","1",NA
"E06000025",95.5645161290323,93.5279187817259,744,788,"2023/2024","Q2","1","1","South Gloucestershire"
"E06000026",97.6887519260401,93.5270805812417,649,757,"2023/2024","Q2","1","1","Plymouth"
"E06000027",93.6507936507937,90.7590759075908,252,303,"2023/2024","Q2","1","1","Torbay"
"E06000030",94.9919224555735,92.1597633136095,619,676,"2023/2024","Q2","1","1","Swindon"
"E06000052",93.9393939393939,91.8195718654434,1155,1308,"2023/2024","Q2","1","1","Cornwall"
"E06000054",96.9568892645816,95.3703703703704,1183,1296,"2023/2024","Q2","1","1","Wiltshire"
"E10000008",96.1538461538462,94.9944382647386,1612,1798,"2023/2024","Q2","1","1","Devon"
"E06000059",97.1641791044776,92.7170868347339,670,714,"2023/2024","Q2","1","1","Dorset"
"E10000013",95.4427083333333,93.5374149659864,1536,1764,"2023/2024","Q2","1","1","Gloucestershire"
"E10000027",96.2587685113017,92.1775898520085,1283,1419,"2023/2024","Q2","1","1","Somerset"
"E06000058",91.0994764397906,90.9090909090909,955,1078,"2023/2024","Q2","1","1","Bournemouth, Christchurch and Poole"
"E06000001",97.0954356846473,91.5322580645161,241,248,"2023/2024","Q3","2","1","Hartlepool"
"E06000002",95.4643628509719,83.8235294117647,463,476,"2023/2024","Q3","2","1","Middlesbrough"
"E06000003",96.1764705882353,92.8774928774929,340,351,"2023/2024","Q3","2","1","Redcar and Cleveland"
"E06000004",98.2102908277405,92.3976608187134,447,513,"2023/2024","Q3","2","1","Stockton-on-Tees"
"E06000005",95.6521739130435,92.3636363636364,253,275,"2023/2024","Q3","2","1","Darlington"
"E06000047",97.6112026359143,94.9139280125196,1214,1278,"2023/2024","Q3","2","1","County Durham"
"E08000021",94.7441217150761,89.9725274725275,723,728,"2023/2024","Q3","2","1",NA
"E08000022",97.991967871486,94.6043165467626,498,556,"2023/2024","Q3","2","1",NA
"E08000023",97.6190476190476,95.9785522788204,378,373,"2023/2024","Q3","2","1","South Tyneside"
"E08000024",97.9462875197472,94.8207171314741,633,753,"2023/2024","Q3","2","1","Sunderland"
"E08000037",96.6873706004141,92.7509293680298,483,538,"2023/2024","Q3","2","1","Gateshead"
"E06000057",97.9135618479881,96.1038961038961,671,693,"2023/2024","Q3","2","1",NA
"E06000006",94.7882736156352,93.4844192634561,307,353,"2023/2024","Q3","2","1","Halton"
"E06000007",96.3114754098361,94.1176470588235,488,527,"2023/2024","Q3","2","1","Warrington"
"E06000008",89.0688259109312,83.303730017762,494,563,"2023/2024","Q3","2","1","Blackburn with Darwen"
"E06000009",93.6320754716981,87.4396135265701,424,414,"2023/2024","Q3","2","1","Blackpool"
"E06000049",95.7446808510638,93.1363203050524,987,1049,"2023/2024","Q3","2","1","Cheshire East"
"E06000050",96.5761511216057,93.3406113537118,847,916,"2023/2024","Q3","2","1","Cheshire West and Chester"
"E08000001",92.600422832981,87.6629889669007,946,997,"2023/2024","Q3","2","1","Bolton"
"E08000002",91.5129151291513,86.9565217391305,542,575,"2023/2024","Q3","2","1","Bury"
"E08000003",90.0169204737733,83.288698446706,1773,1867,"2023/2024","Q3","2","1","Manchester"
"E08000004",90.9319899244332,82.7262044653349,794,851,"2023/2024","Q3","2","1","Oldham"
"E08000005",87.1428571428571,81.3084112149533,700,749,"2023/2024","Q3","2","1","Rochdale"
"E08000006",87.5802997858672,84.8418756815703,934,917,"2023/2024","Q3","2","1","Salford"
"E08000007",93.0487804878049,92.3333333333333,820,900,"2023/2024","Q3","2","1","Stockport"
"E08000008",91.2655971479501,85.00823723229,561,607,"2023/2024","Q3","2","1","Tameside"
"E08000009",95.4954954954955,92.4882629107981,555,639,"2023/2024","Q3","2","1","Trafford"
"E08000010",96.3923337091319,91.9477693144723,887,919,"2023/2024","Q3","2","1","Wigan"
"E08000011",88.1006864988559,82.6923076923077,437,520,"2023/2024","Q3","2","1","Knowsley"
"E08000012",88.0540946656649,80.4347826086957,1331,1426,"2023/2024","Q3","2","1","Liverpool"
"E08000013",94.8936170212766,89.1013384321224,470,523,"2023/2024","Q3","2","1","St. Helens"
"E08000014",91.304347826087,86.0681114551084,598,646,"2023/2024","Q3","2","1","Sefton"
"E08000015",95.4308093994778,92.5187032418953,766,802,"2023/2024","Q3","2","1","Wirral"
"E10000006",96.078431372549,94.9512843224092,1020,1129,"2023/2024","Q3","2","1","Cumbria"
"E10000017",92.8671820098384,90.1305316778096,2846,3141,"2023/2024","Q3","2","1","Lancashire"
"E06000010",92.6380368098159,89.527027027027,815,888,"2023/2024","Q3","2","1","Kingston upon Hull"
"E06000011",96.3317384370016,94.2161339421613,627,657,"2023/2024","Q3","2","1","East Riding of Yorkshire"
"E06000012",93.6675461741425,92.0560747663551,379,428,"2023/2024","Q3","2","1",NA
"E06000013",93.8618925831202,87.4429223744292,391,438,"2023/2024","Q3","2","1",NA
"E06000014",97.3300970873787,93.5205183585313,412,463,"2023/2024","Q3","2","1","York"
"E08000016",96.8023255813954,93.5860058309038,688,686,"2023/2024","Q3","2","1","Barnsley"
"E08000017",93.5853379152348,89.3424036281179,873,882,"2023/2024","Q3","2","1","Doncaster"
"E08000018",97.6225854383358,94.1734417344173,673,738,"2023/2024","Q3","2","1","Rotherham"
"E08000019",94.4295302013423,89.7353131052292,1490,1549,"2023/2024","Q3","2","1","Sheffield"
"E08000032",92.451690821256,84.010989010989,1656,1820,"2023/2024","Q3","2","1","Bradford"
"E08000033",94.4990176817289,89.6258503401361,509,588,"2023/2024","Q3","2","1","Calderdale"
"E08000034",94.0403155127082,90.7536907536907,1141,1287,"2023/2024","Q3","2","1","Kirklees"
"E08000035",92.4444444444445,87.2,2250,2250,"2023/2024","Q3","2","1","Leeds"
"E08000036",97.1014492753623,92.7411652340019,966,1047,"2023/2024","Q3","2","1","Wakefield"
"E10000023",97.2057578323455,93.1921331316188,1181,1322,"2023/2024","Q3","2","1",NA
"E06000015",95.771144278607,90.7407407407407,804,864,"2023/2024","Q3","2","1","Derby"
"E06000016",92.6923076923077,85.9531772575251,1040,1196,"2023/2024","Q3","2","1","Leicester"
"E06000017",100,92.3913043478261,73,92,"2023/2024","Q3","2","1","Rutland"
"E06000018",90.4651162790698,85.4357798165138,860,872,"2023/2024","Q3","2","1",NA
"E10000007",97.9223619464188,95.6475583864119,1829,1884,"2023/2024","Q3","2","1","Derbyshire"
"E10000018",96.9933854479856,94.4899072558647,1663,1833,"2023/2024","Q3","2","1","Leicestershire"
"E10000019",95.7160342717258,89.9421965317919,1634,1730,"2023/2024","Q3","2","1","Lincolnshire"
"E10000024",96.3627049180328,90.9970958373669,1952,2066,"2023/2024","Q3","2","1",NA
"E06000019",94.6291560102302,91.7061611374408,391,422,"2023/2024","Q3","2","1","Herefordshire"
"E06000020",95.8847736625514,91.9854280510018,486,549,"2023/2024","Q3","2","1","Telford and Wrekin"
"E06000021",95.7178841309824,88.4328358208955,794,804,"2023/2024","Q3","2","1","Stoke-on-Trent"
"E06000051",96.5361445783133,94.150417827298,664,718,"2023/2024","Q3","2","1","Shropshire"
"E08000025",87.5272331154684,80.5029815919108,3672,3857,"2023/2024","Q3","2","1","Birmingham"
"E08000026",90.6779661016949,81.1973807296539,1062,1069,"2023/2024","Q3","2","1","Coventry"
"E08000027",96.8421052631579,91.7735042735043,855,936,"2023/2024","Q3","2","1","Dudley"
"E08000028",92.907180385289,87.521815008726,1142,1146,"2023/2024","Q3","2","1","Sandwell"
"E08000029",93.503937007874,90.1060070671378,508,566,"2023/2024","Q3","2","1","Solihull"
"E08000030",92.9221435793731,87.5912408759124,989,959,"2023/2024","Q3","2","1","Walsall"
"E08000031",91.6058394160584,84.1561423650976,822,871,"2023/2024","Q3","2","1","Wolverhampton"
"E10000028",95.7067052580801,92.4965893587995,2073,2199,"2023/2024","Q3","2","1","Staffordshire"
"E10000031",94.1255908170155,92.2358435493287,1481,1713,"2023/2024","Q3","2","1","Warwickshire"
"E10000034",96.269202633504,93.4103260869565,1367,1472,"2023/2024","Q3","2","1","Worcestershire"
"E06000031",92.3228346456693,81.7991631799163,508,478,"2023/2024","Q3","2","1","Peterborough"
"E06000032",89.7689768976898,81.734693877551,909,980,"2023/2024","Q3","2","1","Luton"
"E06000033",95.3125,88.2599580712788,448,477,"2023/2024","Q3","2","1","Southend-on-Sea"
"E06000034",91.9064748201439,88.0672268907563,556,595,"2023/2024","Q3","2","1","Thurrock"
"E06000055",92.9389312977099,90.8438061041293,524,557,"2023/2024","Q3","2","1","Bedford"
"E06000056",94.9275362318841,91.533180778032,828,874,"2023/2024","Q3","2","1","Central Bedfordshire"
"E10000003",96.4285714285714,92.7664273881833,1652,1811,"2023/2024","Q3","2","1","Cambridgeshire"
"E10000012",95.6734483646665,90.7447061622651,3883,4203,"2023/2024","Q3","2","1","Essex"
"E10000015",94.2019950124688,90.3425042111173,3208,3562,"2023/2024","Q3","2","1","Hertfordshire"
"E10000020",95.7716701902748,92.4937027707809,1892,1985,"2023/2024","Q3","2","1",NA
"E10000029",96.2189616252822,93.4619506966774,1772,1866,"2023/2024","Q3","2","1","Suffolk"
"E09000002",89.5287958115183,77.9582366589327,764,862,"2023/2024","Q3","2","1","Barking and Dagenham"
"E09000003",89.3155258764608,81.1101905550953,1198,1207,"2023/2024","Q3","2","1","Barnet"
"E09000004",92.7864214992928,84.9226804123711,707,776,"2023/2024","Q3","2","1","Bexley"
"E09000005",91.2558139534884,80.4900181488203,1075,1102,"2023/2024","Q3","2","1","Brent"
"E09000006",94.3478260869565,90.5847373637265,920,1009,"2023/2024","Q3","2","1","Bromley"
"E09000007",87.2665534804754,79.559748427673,589,636,"2023/2024","Q3","2","1","Camden"
"E09000008",86.6938775510204,79.4165316045381,1225,1234,"2023/2024","Q3","2","1","Croydon"
"E09000009",94.5967110415035,85.7754927163668,1277,1167,"2023/2024","Q3","2","1","Ealing"
"E09000010",84.5250800426894,73.8568588469185,937,1006,"2023/2024","Q3","2","1","Enfield"
"E09000011",93.3408577878104,85.82995951417,886,988,"2023/2024","Q3","2","1","Greenwich"
"E09000012",72.7180527383367,67.9337231968811,986,1026,"2023/2024","Q3","2","1","Hackney"
"E09000013",89.7990726429675,75.8333333333333,647,600,"2023/2024","Q3","2","1","Hammersmith and Fulham"
"E09000014",87.1698113207547,75.2325581395349,795,860,"2023/2024","Q3","2","1","Haringey"
"E09000015",90.8724832214765,79.4117647058824,745,850,"2023/2024","Q3","2","1","Harrow"
