"ONS_Code","PCV_12m","PCV_24m","Population_12m","Population_24m","Year","Quarter","Timepoint","Vaccine_Schedule","UTLA_Name"
"E06000023",95.4,92.7,1559,1610,"2015/2016","Q1","0","0",NA
"E06000024",97,95.2,560,542,"2015/2016","Q1","0","0",NA
"E06000025",97.2,96,784,745,"2015/2016","Q1","0","0",NA
"E06000026",95.5,95.5,750,727,"2015/2016","Q1","0","0",NA
"E06000027",94.2,94.1,312,370,"2015/2016","Q1","0","0",NA
"E06000030",95.5,95.7,780,722,"2015/2016","Q1","0","0",NA
"E06000052",93.4,92.5,1326,1459,"2015/2016","Q1","0","0",NA
"E06000054",96.5,94.6,1317,1302,"2015/2016","Q1","0","0",NA
"E10000008",93.4,92.7,1764,1860,"2015/2016","Q1","0","0",NA
"E10000013",92.7,92.6,1673,1681,"2015/2016","Q1","0","0",NA
"E10000027",95.7,95.2,1480,1367,"2015/2016","Q1","0","0",NA
"E06000057",97.6,95.3,715,773,"2015/2016","Q1","0","0",NA
"E08000037",92.9,92.6,549,497,"2015/2016","Q1","0","0",NA
"E06000059",96.2,94.3,799,865,"2015/2016","Q1","0","0",NA
"E06000001",92.5,92.2,252,256,"2015/2016","Q2","1","0",NA
"E06000002",94,90.8,486,490,"2015/2016","Q2","1","0",NA
"E06000003",95.4,95.1,349,348,"2015/2016","Q2","1","0",NA
"E06000004",94,94.8,550,611,"2015/2016","Q2","1","0",NA
"E06000005",97.2,96,320,299,"2015/2016","Q2","1","0",NA
"E06000047",98.4,97.8,1338,1408,"2015/2016","Q2","1","0",NA
"E08000021",93.9,95,799,778,"2015/2016","Q2","1","0",NA
"E08000022",99.1,97.5,570,551,"2015/2016","Q2","1","0",NA
"E08000023",99,94.8,396,406,"2015/2016","Q2","1","0",NA
"E08000024",97.6,96.7,678,724,"2015/2016","Q2","1","0",NA
"E06000006",94.5,94.3,361,368,"2015/2016","Q2","1","0",NA
"E06000007",97.1,95.3,579,580,"2015/2016","Q2","1","0",NA
"E06000008",91.5,92.4,562,569,"2015/2016","Q2","1","0",NA
"E06000009",93.3,89.8,431,420,"2015/2016","Q2","1","0",NA
"E06000049",96.5,92.5,927,923,"2015/2016","Q2","1","0",NA
"E06000050",96.9,93.6,827,919,"2015/2016","Q2","1","0",NA
"E08000001",95.7,96.1,915,947,"2015/2016","Q2","1","0",NA
"E08000002",91.4,92.4,536,566,"2015/2016","Q2","1","0",NA
"E08000003",89.2,87.4,1980,1926,"2015/2016","Q2","1","0",NA
"E08000004",96.8,95.7,841,773,"2015/2016","Q2","1","0",NA
"E08000005",95.5,97.2,682,716,"2015/2016","Q2","1","0",NA
"E08000006",97,95.9,853,902,"2015/2016","Q2","1","0",NA
"E08000007",94.6,92.3,803,866,"2015/2016","Q2","1","0",NA
"E08000008",95.4,92.8,658,638,"2015/2016","Q2","1","0",NA
"E08000009",96.5,96.4,687,697,"2015/2016","Q2","1","0",NA
"E08000010",96.5,96.4,861,937,"2015/2016","Q2","1","0",NA
"E08000011",94.7,94.8,474,460,"2015/2016","Q2","1","0",NA
"E08000012",95.1,94.9,1398,1314,"2015/2016","Q2","1","0",NA
"E08000013",93.1,93.7,518,510,"2015/2016","Q2","1","0",NA
"E08000014",96.4,93.2,686,643,"2015/2016","Q2","1","0",NA
"E08000015",96.1,93.7,915,854,"2015/2016","Q2","1","0",NA
"E10000006",96.5,96.1,1184,1156,"2015/2016","Q2","1","0",NA
"E10000017",90.5,83.2,4179,4524,"2015/2016","Q2","1","0",NA
"E06000010",96.1,97.4,920,936,"2015/2016","Q2","1","0",NA
"E06000011",97.2,96.3,722,706,"2015/2016","Q2","1","0",NA
"E06000012",97.7,96.7,483,479,"2015/2016","Q2","1","0",NA
"E06000013",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E06000014",94.2,93.1,531,551,"2015/2016","Q2","1","0",NA
"E08000016",96.4,96.3,704,705,"2015/2016","Q2","1","0",NA
"E08000017",93,93.2,898,944,"2015/2016","Q2","1","0",NA
"E08000018",97.1,94.6,693,766,"2015/2016","Q2","1","0",NA
"E08000019",94,91.3,1610,1650,"2015/2016","Q2","1","0",NA
"E08000032",94.8,94.6,1873,1948,"2015/2016","Q2","1","0",NA
"E08000033",96.2,96.1,598,617,"2015/2016","Q2","1","0",NA
"E08000034",97.2,96.6,1332,1364,"2015/2016","Q2","1","0",NA
"E08000035",95.5,93.9,2431,2443,"2015/2016","Q2","1","0",NA
"E08000036",96.6,96.3,1043,1013,"2015/2016","Q2","1","0",NA
"E10000023",95.8,95.2,1333,1319,"2015/2016","Q2","1","0",NA
"E06000015",94.5,91.7,976,919,"2015/2016","Q2","1","0",NA
"E06000016",95.1,94.8,1293,1222,"2015/2016","Q2","1","0",NA
"E06000017",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E06000018",92.6,89.6,1015,1022,"2015/2016","Q2","1","0",NA
"E10000007",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000018",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000019",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000021",96.9,97.4,2156,2150,"2015/2016","Q2","1","0",NA
"E10000024",93.1,90.6,1324,1292,"2015/2016","Q2","1","0",NA
"E06000019",94.9,94.6,409,444,"2015/2016","Q2","1","0",NA
"E06000020",96.3,95.9,515,531,"2015/2016","Q2","1","0",NA
"E06000021",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E06000051",97.6,97.2,705,725,"2015/2016","Q2","1","0",NA
"E08000025",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E08000026",97.7,95.6,1110,1050,"2015/2016","Q2","1","0",NA
"E08000027",97.1,97.2,934,894,"2015/2016","Q2","1","0",NA
"E08000028",91.8,88.3,1144,1204,"2015/2016","Q2","1","0",NA
"E08000029",94.8,94.3,629,652,"2015/2016","Q2","1","0",NA
"E08000030",96.5,97.8,808,861,"2015/2016","Q2","1","0",NA
"E08000031",89.9,90.6,838,817,"2015/2016","Q2","1","0",NA
"E10000028",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000031",97.6,98.6,1311,1314,"2015/2016","Q2","1","0",NA
"E10000034",96.1,94.5,1472,1503,"2015/2016","Q2","1","0",NA
"E06000031",94.5,92.8,726,754,"2015/2016","Q2","1","0",NA
"E06000032",94,88.4,853,845,"2015/2016","Q2","1","0",NA
"E06000033",94.1,93.9,526,506,"2015/2016","Q2","1","0",NA
"E06000034",94.3,94,564,571,"2015/2016","Q2","1","0",NA
"E06000055",96.6,94.8,533,523,"2015/2016","Q2","1","0",NA
"E06000056",97.1,95.6,889,862,"2015/2016","Q2","1","0",NA
"E10000003",92.9,91.3,1839,1829,"2015/2016","Q2","1","0",NA
"E10000012",96.5,96.2,4120,4113,"2015/2016","Q2","1","0",NA
"E10000015",95.5,95.4,3765,3728,"2015/2016","Q2","1","0",NA
"E10000020",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000029",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E09000002",92.3,88.8,895,984,"2015/2016","Q2","1","0",NA
"E09000003",87.2,82.4,1360,1368,"2015/2016","Q2","1","0",NA
"E09000004",94.5,89,765,738,"2015/2016","Q2","1","0",NA
"E09000005",91.3,87.7,1167,1120,"2015/2016","Q2","1","0",NA
"E09000006",91.2,89.6,1017,1027,"2015/2016","Q2","1","0",NA
"E09000007",91.3,86.8,633,615,"2015/2016","Q2","1","0",NA
"E09000008",91.5,87.9,1357,1319,"2015/2016","Q2","1","0",NA
"E09000009",84.4,79.6,1307,1375,"2015/2016","Q2","1","0",NA
"E09000010",89.6,83.2,1048,1096,"2015/2016","Q2","1","0",NA
"E09000011",91.7,88.4,1042,1119,"2015/2016","Q2","1","0",NA
"E09000012",87.2,89.4,1090,1063,"2015/2016","Q2","1","0",NA
"E09000013",84.7,72.8,609,596,"2015/2016","Q2","1","0",NA
"E09000014",89.1,86.8,1000,959,"2015/2016","Q2","1","0",NA
"E09000015",90.6,88.7,789,805,"2015/2016","Q2","1","0",NA
"E09000016",95.1,93.3,833,794,"2015/2016","Q2","1","0",NA
"E09000017",91.4,90.2,1020,992,"2015/2016","Q2","1","0",NA
"E09000018",91.3,81.5,1043,1099,"2015/2016","Q2","1","0",NA
"E09000019",94.1,99.8,661,587,"2015/2016","Q2","1","0",NA
"E09000020",74.1,67.4,563,527,"2015/2016","Q2","1","0",NA
"E09000021",93.4,91.2,633,614,"2015/2016","Q2","1","0",NA
"E09000022",92.1,90.3,1107,1088,"2015/2016","Q2","1","0",NA
"E09000023",90.6,86.7,1094,1130,"2015/2016","Q2","1","0",NA
"E09000024",93.6,88.8,686,733,"2015/2016","Q2","1","0",NA
"E09000025",92.2,88.1,1441,1423,"2015/2016","Q2","1","0",NA
"E09000026",94,90.9,1126,1236,"2015/2016","Q2","1","0",NA
"E09000027",86.7,83.1,656,692,"2015/2016","Q2","1","0",NA
"E09000028",92,87.7,1069,1061,"2015/2016","Q2","1","0",NA
"E09000029",93.6,88.6,639,683,"2015/2016","Q2","1","0",NA
"E09000030",92.2,87.1,1039,1051,"2015/2016","Q2","1","0",NA
"E09000031",88,84.7,1115,1171,"2015/2016","Q2","1","0",NA
"E09000032",90.2,85.5,1300,1233,"2015/2016","Q2","1","0",NA
"E09000033",74.6,66.3,680,650,"2015/2016","Q2","1","0",NA
"E06000035",88,88.1,986,865,"2015/2016","Q2","1","0",NA
"E06000036",92.7,89.2,355,371,"2015/2016","Q2","1","0",NA
"E06000037",87.4,85.9,429,434,"2015/2016","Q2","1","0",NA
"E06000038",87.9,89.8,808,756,"2015/2016","Q2","1","0",NA
"E06000039",90.9,85.7,603,601,"2015/2016","Q2","1","0",NA
"E06000040",95.2,92.3,438,454,"2015/2016","Q2","1","0",NA
"E06000041",91.1,90.7,417,399,"2015/2016","Q2","1","0",NA
"E06000042",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E06000043",90.1,90.6,756,709,"2015/2016","Q2","1","0",NA
"E06000044",94.4,96.2,676,709,"2015/2016","Q2","1","0",NA
"E06000045",95.7,96.8,855,771,"2015/2016","Q2","1","0",NA
"E06000046",90.9,86.9,296,321,"2015/2016","Q2","1","0",NA
"E10000002",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000011",94.2,91.5,1251,1295,"2015/2016","Q2","1","0",NA
"E10000014",95.3,93.6,3633,3700,"2015/2016","Q2","1","0",NA
"E10000016",89.7,90.1,4423,4425,"2015/2016","Q2","1","0",NA
"E10000025",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000030",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q2","1","0",NA
"E10000032",91.5,93.8,2220,2338,"2015/2016","Q2","1","0",NA
"E06000022",96.6,95.7,447,485,"2015/2016","Q2","1","0",NA
"E06000023",95.4,92.7,1559,1610,"2015/2016","Q2","1","0",NA
"E06000024",97,95.2,560,542,"2015/2016","Q2","1","0",NA
"E06000025",97.2,96,784,745,"2015/2016","Q2","1","0",NA
"E06000026",95.5,95.5,750,727,"2015/2016","Q2","1","0",NA
"E06000027",94.2,94.1,312,370,"2015/2016","Q2","1","0",NA
"E06000030",95.5,95.7,780,722,"2015/2016","Q2","1","0",NA
"E06000052",93.4,92.5,1326,1459,"2015/2016","Q2","1","0",NA
"E06000054",96.5,94.6,1317,1302,"2015/2016","Q2","1","0",NA
"E10000008",93.4,92.7,1764,1860,"2015/2016","Q2","1","0",NA
"E10000013",92.7,92.6,1673,1681,"2015/2016","Q2","1","0",NA
"E10000027",95.7,95.2,1480,1367,"2015/2016","Q2","1","0",NA
"E06000057",97.6,95.3,715,773,"2015/2016","Q2","1","0",NA
"E08000037",92.9,92.6,549,497,"2015/2016","Q2","1","0",NA
"E06000059",96.2,94.3,799,865,"2015/2016","Q2","1","0",NA
"E06000001",94.3,90.5,245,262,"2015/2016","Q3","2","0",NA
"E06000002",93.3,92.8,496,499,"2015/2016","Q3","2","0",NA
"E06000003",97.4,95.5,340,400,"2015/2016","Q3","2","0",NA
"E06000004",97.3,95,585,578,"2015/2016","Q3","2","0",NA
"E06000005",97.7,96,309,302,"2015/2016","Q3","2","0",NA
"E06000047",97.8,98,1380,1418,"2015/2016","Q3","2","0",NA
"E08000021",95.1,94.2,811,852,"2015/2016","Q3","2","0",NA
"E08000022",98.6,98.1,568,630,"2015/2016","Q3","2","0",NA
"E08000023",98.1,96.6,428,411,"2015/2016","Q3","2","0",NA
"E08000024",98.3,96.6,699,730,"2015/2016","Q3","2","0",NA
"E06000006",95.6,92.4,410,384,"2015/2016","Q3","2","0",NA
"E06000007",95.2,94.9,620,608,"2015/2016","Q3","2","0",NA
"E06000008",90.5,88.9,589,579,"2015/2016","Q3","2","0",NA
"E06000009",94.1,89.6,456,444,"2015/2016","Q3","2","0",NA
"E06000049",96.7,91.2,910,1050,"2015/2016","Q3","2","0",NA
"E06000050",96.8,95.3,946,944,"2015/2016","Q3","2","0",NA
"E08000001",95.7,96.2,959,979,"2015/2016","Q3","2","0",NA
"E08000002",97.7,94.1,646,680,"2015/2016","Q3","2","0",NA
"E08000003",91.6,89.7,2076,1999,"2015/2016","Q3","2","0",NA
"E08000004",98.3,98.1,838,864,"2015/2016","Q3","2","0",NA
"E08000005",95.3,94.9,737,738,"2015/2016","Q3","2","0",NA
"E08000006",94.2,95.9,834,893,"2015/2016","Q3","2","0",NA
"E08000007",95.5,92.7,882,893,"2015/2016","Q3","2","0",NA
"E08000008",95.7,92.6,657,639,"2015/2016","Q3","2","0",NA
"E08000009",96.1,96.1,660,700,"2015/2016","Q3","2","0",NA
"E08000010",96.8,95.1,867,939,"2015/2016","Q3","2","0",NA
"E08000011",94.4,92.7,501,482,"2015/2016","Q3","2","0",NA
"E08000012",95.4,93.7,1511,1391,"2015/2016","Q3","2","0",NA
"E08000013",89.2,93.8,493,518,"2015/2016","Q3","2","0",NA
"E08000014",94.7,92.6,646,734,"2015/2016","Q3","2","0",NA
"E08000015",97.2,94.2,882,951,"2015/2016","Q3","2","0",NA
"E10000006",97.4,94.9,1213,1263,"2015/2016","Q3","2","0",NA
"E10000017",74.2,88.4,3207,3294,"2015/2016","Q3","2","0",NA
"E06000010",95.7,95,935,945,"2015/2016","Q3","2","0",NA
"E06000011",96.7,94.3,733,723,"2015/2016","Q3","2","0",NA
"E06000012",97.2,96.9,533,479,"2015/2016","Q3","2","0",NA
"E06000013",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E06000014",95.3,95.1,512,535,"2015/2016","Q3","2","0",NA
"E08000016",96.3,96.4,733,702,"2015/2016","Q3","2","0",NA
"E08000017",91.4,91.2,918,937,"2015/2016","Q3","2","0",NA
"E08000018",97.6,94.6,707,755,"2015/2016","Q3","2","0",NA
"E08000019",93.9,92.6,1679,1697,"2015/2016","Q3","2","0",NA
"E08000032",95,93.9,1987,1952,"2015/2016","Q3","2","0",NA
"E08000033",94.5,95.3,638,666,"2015/2016","Q3","2","0",NA
"E08000034",97.4,97,1372,1362,"2015/2016","Q3","2","0",NA
"E08000035",95.4,94.5,2572,2562,"2015/2016","Q3","2","0",NA
"E08000036",96.7,93.6,1047,1112,"2015/2016","Q3","2","0",NA
"E10000023",95.9,95.4,1309,1375,"2015/2016","Q3","2","0",NA
"E06000015",96.2,92.9,915,848,"2015/2016","Q3","2","0",NA
"E06000016",95.5,94.5,1330,1262,"2015/2016","Q3","2","0",NA
"E06000017",94.7,88.7,94,97,"2015/2016","Q3","2","0",NA
"E06000018",92.2,92.1,1036,1108,"2015/2016","Q3","2","0",NA
"E10000007",95.2,96.5,1842,1853,"2015/2016","Q3","2","0",NA
"E10000018",97.3,97.2,1773,1729,"2015/2016","Q3","2","0",NA
"E10000019",95.3,90.5,1938,2011,"2015/2016","Q3","2","0",NA
"E10000021",97,96.1,2116,2227,"2015/2016","Q3","2","0",NA
"E10000024",95.6,94.2,2179,2229,"2015/2016","Q3","2","0",NA
"E06000019",93.4,91.8,473,486,"2015/2016","Q3","2","0",NA
"E06000020",96.3,93.5,510,557,"2015/2016","Q3","2","0",NA
"E06000021",95.5,95.9,936,923,"2015/2016","Q3","2","0",NA
"E06000051",97.1,95.8,695,706,"2015/2016","Q3","2","0",NA
"E08000025",89.1,87.8,4291,4444,"2015/2016","Q3","2","0",NA
"E08000026",96.5,94.9,1130,1109,"2015/2016","Q3","2","0",NA
"E08000027",96.9,97.2,882,962,"2015/2016","Q3","2","0",NA
"E08000028",93.2,91.4,1091,1113,"2015/2016","Q3","2","0",NA
"E08000029",96.1,93.8,633,678,"2015/2016","Q3","2","0",NA
"E08000030",97.8,97.4,817,772,"2015/2016","Q3","2","0",NA
"E08000031",92.8,90.2,851,870,"2015/2016","Q3","2","0",NA
"E10000028",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E10000031",97.9,96.9,1404,1497,"2015/2016","Q3","2","0",NA
"E10000034",96.1,94,1524,1577,"2015/2016","Q3","2","0",NA
"E06000031",96.6,93.7,744,743,"2015/2016","Q3","2","0",NA
"E06000032",93.3,93.7,854,878,"2015/2016","Q3","2","0",NA
"E06000033",94.8,92.9,521,551,"2015/2016","Q3","2","0",NA
"E06000034",94.1,94.2,596,599,"2015/2016","Q3","2","0",NA
"E06000055",96.7,93.2,545,571,"2015/2016","Q3","2","0",NA
"E06000056",97,95.1,800,824,"2015/2016","Q3","2","0",NA
"E10000003",93.7,90.5,1918,1927,"2015/2016","Q3","2","0",NA
"E10000012",96,94,4311,4223,"2015/2016","Q3","2","0",NA
"E10000015",96.5,95.7,3674,3810,"2015/2016","Q3","2","0",NA
"E10000020",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E10000029",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E09000002",93.3,89,947,982,"2015/2016","Q3","2","0",NA
"E09000003",81.6,81.7,1302,1378,"2015/2016","Q3","2","0",NA
"E09000004",94.3,87.4,771,741,"2015/2016","Q3","2","0",NA
"E09000005",91.5,86.1,1193,1197,"2015/2016","Q3","2","0",NA
"E09000006",93.1,89.9,1039,1051,"2015/2016","Q3","2","0",NA
"E09000007",89,89.4,616,620,"2015/2016","Q3","2","0",NA
"E09000008",89.1,85.3,1417,1313,"2015/2016","Q3","2","0",NA
"E09000009",91.4,85.3,1237,1212,"2015/2016","Q3","2","0",NA
"E09000010",90.4,82.7,1170,1186,"2015/2016","Q3","2","0",NA
"E09000011",90.3,85.1,1113,1138,"2015/2016","Q3","2","0",NA
"E09000012",81.6,84.6,1058,1041,"2015/2016","Q3","2","0",NA
"E09000013",88,79.5,584,604,"2015/2016","Q3","2","0",NA
"E09000014",90.6,85.4,968,913,"2015/2016","Q3","2","0",NA
"E09000015",91.7,88.9,854,862,"2015/2016","Q3","2","0",NA
"E09000016",96.2,93.1,850,786,"2015/2016","Q3","2","0",NA
"E09000017",90,82.4,1005,944,"2015/2016","Q3","2","0",NA
"E09000018",87.2,77.5,1019,1149,"2015/2016","Q3","2","0",NA
"E09000019",94.9,88.2,692,591,"2015/2016","Q3","2","0",NA
"E09000020",76.2,66.9,690,691,"2015/2016","Q3","2","0",NA
"E09000021",95.3,95.3,656,661,"2015/2016","Q3","2","0",NA
"E09000022",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E09000023",91.3,86.9,1161,1146,"2015/2016","Q3","2","0",NA
"E09000024",93.2,87.6,734,708,"2015/2016","Q3","2","0",NA
"E09000025",87.7,85.3,1393,1504,"2015/2016","Q3","2","0",NA
"E09000026",94.5,91.6,1200,1143,"2015/2016","Q3","2","0",NA
"E09000027",87.3,79.2,735,765,"2015/2016","Q3","2","0",NA
"E09000028",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E09000029",93.2,87.7,678,653,"2015/2016","Q3","2","0",NA
"E09000030",91.1,90.1,1084,1007,"2015/2016","Q3","2","0",NA
"E09000031",87.5,84,1175,1084,"2015/2016","Q3","2","0",NA
"E09000032",90.3,84.2,1356,1228,"2015/2016","Q3","2","0",NA
"E09000033",79.4,72.7,505,506,"2015/2016","Q3","2","0",NA
"E06000035",87.7,86.8,945,963,"2015/2016","Q3","2","0",NA
"E06000036",95.2,92.5,354,359,"2015/2016","Q3","2","0",NA
"E06000037",95.2,93.1,455,423,"2015/2016","Q3","2","0",NA
"E06000038",92.5,87.2,734,792,"2015/2016","Q3","2","0",NA
"E06000039",93.5,86.8,598,644,"2015/2016","Q3","2","0",NA
"E06000040",95.6,88,481,474,"2015/2016","Q3","2","0",NA
"E06000041",95.2,92,373,402,"2015/2016","Q3","2","0",NA
"E06000042",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E06000043",90.3,89.3,710,747,"2015/2016","Q3","2","0",NA
"E06000044",96.4,95.8,658,662,"2015/2016","Q3","2","0",NA
"E06000045",96.5,95.3,831,836,"2015/2016","Q3","2","0",NA
"E06000046",88.4,84.5,337,343,"2015/2016","Q3","2","0",NA
"E10000002",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E10000011",94.4,93.1,1275,1294,"2015/2016","Q3","2","0",NA
"E10000014",95.8,93.8,3621,3826,"2015/2016","Q3","2","0",NA
"E10000016",91,89.3,4373,4365,"2015/2016","Q3","2","0",NA
"E10000025",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E10000030",93.3707344879947,91.1676618044774,866,882,"2015/2016","Q3","2","0",NA
"E10000032",93.7,86,2190,2320,"2015/2016","Q3","2","0",NA
"E06000022",97.1,95.9,448,490,"2015/2016","Q3","2","0",NA
"E06000023",95.4,90.6,1575,1530,"2015/2016","Q3","2","0",NA
"E06000024",96.9,95.6,554,527,"2015/2016","Q3","2","0",NA
"E06000025",96.5,96.4,767,783,"2015/2016","Q3","2","0",NA
"E06000026",96.1,96,764,794,"2015/2016","Q3","2","0",NA
"E06000027",94.4,91.4,374,407,"2015/2016","Q3","2","0",NA
"E06000030",94.6,95.2,740,732,"2015/2016","Q3","2","0",NA
"E06000052",95.2,93.8,1372,1365,"2015/2016","Q3","2","0",NA
"E06000054",96.5,94.3,1326,1335,"2015/2016","Q3","2","0",NA
"E10000008",91.9,92.5,1741,1850,"2015/2016","Q3","2","0",NA
"E10000013",93.3,90.1,1694,1709,"2015/2016","Q3","2","0",NA
"E10000027",95.5,93.5,1370,1422,"2015/2016","Q3","2","0",NA
"E06000057",94.2,93.7,726,773,"2015/2016","Q3","2","0",NA
"E08000037",93.8,93.3,613,582,"2015/2016","Q3","2","0",NA
"E06000059",96.4,94.8,835,762,"2015/2016","Q3","2","0",NA
"E06000001",96.2,90.8,234,261,"2015/2016","Q4","3","0",NA
"E06000002",96.2,91.5,469,517,"2015/2016","Q4","3","0",NA
"E06000003",95.1,95.5,364,312,"2015/2016","Q4","3","0",NA
"E06000004",94.2,96,553,553,"2015/2016","Q4","3","0",NA
"E06000005",98.4,94.7,309,282,"2015/2016","Q4","3","0",NA
"E06000047",98.6,92.1,1327,1386,"2015/2016","Q4","3","0",NA
"E08000021",94,92.5,735,800,"2015/2016","Q4","3","0",NA
"E08000022",98.7,96.1,533,596,"2015/2016","Q4","3","0",NA
"E08000023",97.4,97.8,388,410,"2015/2016","Q4","3","0",NA
"E08000024",98.4,97.2,679,739,"2015/2016","Q4","3","0",NA
"E06000006",95.2,94.6,335,350,"2015/2016","Q4","3","0",NA
"E06000007",96.3,94.9,588,610,"2015/2016","Q4","3","0",NA
"E06000008",87.5,89.8,527,557,"2015/2016","Q4","3","0",NA
"E06000009",95,91.5,402,400,"2015/2016","Q4","3","0",NA
"E06000049",95.9,93.6,909,995,"2015/2016","Q4","3","0",NA
"E06000050",97.3,89.2,900,982,"2015/2016","Q4","3","0",NA
"E08000001",96.2,95.1,952,962,"2015/2016","Q4","3","0",NA
"E08000002",92.6,91.3,584,574,"2015/2016","Q4","3","0",NA
"E08000003",90.5,86.6,1903,1825,"2015/2016","Q4","3","0",NA
"E08000004",96.5,94.9,821,819,"2015/2016","Q4","3","0",NA
"E08000005",93,93.5,688,676,"2015/2016","Q4","3","0",NA
"E08000006",94.2,94.8,787,882,"2015/2016","Q4","3","0",NA
"E08000007",95.2,92,796,835,"2015/2016","Q4","3","0",NA
"E08000008",94,93.3,612,687,"2015/2016","Q4","3","0",NA
"E08000009",96.6,96.3,618,643,"2015/2016","Q4","3","0",NA
"E08000010",94.9,94.4,855,874,"2015/2016","Q4","3","0",NA
"E08000011",96.1,94.3,464,438,"2015/2016","Q4","3","0",NA
"E08000012",93.7,92.3,1455,1359,"2015/2016","Q4","3","0",NA
"E08000013",90.8,90.7,478,474,"2015/2016","Q4","3","0",NA
"E08000014",95,94.1,681,657,"2015/2016","Q4","3","0",NA
"E08000015",95.1,95.2,835,838,"2015/2016","Q4","3","0",NA
"E10000006",96.3,96.8,1137,1173,"2015/2016","Q4","3","0",NA
"E10000017",79.7,86.6,3185,3240,"2015/2016","Q4","3","0",NA
"E06000010",96.1,93.8,875,881,"2015/2016","Q4","3","0",NA
"E06000011",90,95.7,709,652,"2015/2016","Q4","3","0",NA
"E06000012",97.7,98.1,511,463,"2015/2016","Q4","3","0",NA
"E06000013",95,92,460,436,"2015/2016","Q4","3","0",NA
"E06000014",94.9,94.7,449,490,"2015/2016","Q4","3","0",NA
"E08000016",95.9,91.1676618044774,681,719,"2015/2016","Q4","3","0",NA
"E08000017",94.1,89.8,858,898,"2015/2016","Q4","3","0",NA
"E08000018",95.3,94.4,666,785,"2015/2016","Q4","3","0",NA
"E08000019",98,92,1585,1593,"2015/2016","Q4","3","0",NA
"E08000032",94.1,94.9,1871,2021,"2015/2016","Q4","3","0",NA
"E08000033",94.6,95.4,575,613,"2015/2016","Q4","3","0",NA
"E08000034",96.3,95.7,1286,1233,"2015/2016","Q4","3","0",NA
"E08000035",95.6,94.8,2411,2485,"2015/2016","Q4","3","0",NA
"E08000036",96,96.4,1011,996,"2015/2016","Q4","3","0",NA
"E10000023",96.3,93.7,1279,1318,"2015/2016","Q4","3","0",NA
"E06000015",94.7,91.6,816,861,"2015/2016","Q4","3","0",NA
"E06000016",96.1,94.6,1250,1236,"2015/2016","Q4","3","0",NA
"E06000017",97.6,96.3,85,82,"2015/2016","Q4","3","0",NA
"E06000018",90.2,90.5,1048,1050,"2015/2016","Q4","3","0",NA
"E10000007",97.3,96.8,1754,1800,"2015/2016","Q4","3","0",NA
"E10000018",97.5,96.1,1675,1725,"2015/2016","Q4","3","0",NA
"E10000019",94,91.1,1851,1959,"2015/2016","Q4","3","0",NA
"E10000021",97.7,95.7,2111,2074,"2015/2016","Q4","3","0",NA
"E10000024",95.7,94.1,2095,2079,"2015/2016","Q4","3","0",NA
"E06000019",98.3,99,417,391,"2015/2016","Q4","3","0",NA
"E06000020",95,95.7,502,534,"2015/2016","Q4","3","0",NA
"E06000021",96.2,96.2,785,900,"2015/2016","Q4","3","0",NA
"E06000051",97.6,95.2,635,710,"2015/2016","Q4","3","0",NA
"E08000025",87.8,87.9,4136,4155,"2015/2016","Q4","3","0",NA
"E08000026",95.2,95.2,1086,1047,"2015/2016","Q4","3","0",NA
"E08000027",97.2,97.4,845,868,"2015/2016","Q4","3","0",NA
"E08000028",92.6,92.6,1112,1124,"2015/2016","Q4","3","0",NA
"E08000029",95.7,95.8,647,696,"2015/2016","Q4","3","0",NA
"E08000030",97,98.2,843,857,"2015/2016","Q4","3","0",NA
