ONS_Code,Population_12m,PCV_12m,Population_24m,PCV_24m,Year,Quarter,Timepoint,Vaccine_Schedule
E06000016,1078,92.3005565862709,1131,91.0698496905394,2020/2021,Q3,2,1
E06000017,62,90.3225806451613,91,96.7032967032967,2020/2021,Q3,2,1
E06000018,923,87.3239436619718,972,86.1111111111111,2020/2021,Q3,2,1
E10000007,1713,93.4617629889084,1841,95.3286257468767,2020/2021,Q3,2,1
E10000018,1683,96.3755199049317,1727,96.5836711059641,2020/2021,Q3,2,1
E10000019,1649,92.116434202547,1799,90.1612006670373,2020/2021,Q3,2,1
E10000021,2108,94.449715370019,2169,91.9778699861688,2020/2021,Q3,2,1
E10000024,1946,94.3473792394656,2035,92.2850122850123,2020/2021,Q3,2,1
E06000019,389,93.0591259640103,400,91.75,2020/2021,Q3,2,1
E06000020,518,94.2084942084942,549,86.8852459016394,2020/2021,Q3,2,1
E06000021,874,93.0205949656751,902,92.239467849224,2020/2021,Q3,2,1
E06000051,682,96.4809384164223,722,94.0443213296399,2020/2021,Q3,2,1
E08000025,3813,85.9166011014949,3989,84.6327400350965,2020/2021,Q3,2,1
E08000026,1025,91.609756097561,1130,89.2920353982301,2020/2021,Q3,2,1
E08000027,836,93.5406698564593,915,93.224043715847,2020/2021,Q3,2,1
E08000028,1046,85.0860420650096,1110,86.6666666666667,2020/2021,Q3,2,1
E08000029,559,90.1610017889088,573,94.0663176265271,2020/2021,Q3,2,1
E08000030,900,90.6666666666667,916,91.2663755458515,2020/2021,Q3,2,1
E08000031,765,88.4967320261438,837,86.3799283154122,2020/2021,Q3,2,1
E10000028,2126,93.4619002822201,2106,93.684710351377,2020/2021,Q3,2,1
E10000031,1446,93.9834024896266,1489,92.8811282740094,2020/2021,Q3,2,1
E10000034,1331,93.6138241923366,1458,93.0727023319616,2020/2021,Q3,2,1
E06000031,658,87.2340425531915,654,87.308868501529,2020/2021,Q3,2,1
E06000032,786,87.1501272264631,858,85.1981351981352,2020/2021,Q3,2,1
E06000033,501,92.2155688622755,492,90.2439024390244,2020/2021,Q3,2,1
E06000034,578,91.1764705882353,612,91.3398692810457,2020/2021,Q3,2,1
E06000055,508,93.503937007874,543,92.4493554327809,2020/2021,Q3,2,1
E06000056,861,96.1672473867596,865,93.1791907514451,2020/2021,Q3,2,1
E10000003,1683,94.2364824717766,1679,93.8653960690887,2020/2021,Q3,2,1
E10000012,3955,93.4260429835651,4095,93.6996336996337,2020/2021,Q3,2,1
E10000015,3416,91.8032786885246,3592,91.9543429844098,2020/2021,Q3,2,1
E10000020,2003,94.4083874188717,2101,93.4316991908615,2020/2021,Q3,2,1
E10000029,1794,95.20624303233,1857,94.6149703823371,2020/2021,Q3,2,1
E09000002,877,82.5541619156214,833,77.671068427371,2020/2021,Q3,2,1
E09000003,1314,86.3013698630137,1293,83.0626450116009,2020/2021,Q3,2,1
E09000004,705,81.8439716312057,744,84.2741935483871,2020/2021,Q3,2,1
E09000005,1168,86.0445205479452,1125,80.1777777777778,2020/2021,Q3,2,1
E09000006,954,88.0503144654088,1006,89.662027833002,2020/2021,Q3,2,1
E09000007,616,77.5974025974026,641,75.8190327613105,2020/2021,Q3,2,1
E09000008,1253,84.5969672785315,1260,83.1746031746032,2020/2021,Q3,2,1
E09000009,1174,81.6013628620102,1255,83.3466135458167,2020/2021,Q3,2,1
E09000010,1154,81.5424610051993,1078,78.0148423005566,2020/2021,Q3,2,1
E09000011,977,76.1514841351075,973,81.294964028777,2020/2021,Q3,2,1
E09000012,1029,65.4033041788144,1159,71.0957722174288,2020/2021,Q3,2,1
E09000013,493,77.8904665314402,554,78.5198555956679,2020/2021,Q3,2,1
E09000014,891,80.695847362514,914,80.6345733041576,2020/2021,Q3,2,1
E09000015,819,80.4639804639805,833,78.8715486194478,2020/2021,Q3,2,1
E09000016,802,90.6483790523691,892,87.8923766816144,2020/2021,Q3,2,1
E09000017,903,86.2679955703212,946,79.2811839323467,2020/2021,Q3,2,1
E09000018,940,84.2553191489362,997,79.9398194583751,2020/2021,Q3,2,1
E09000019,647,85.0077279752705,667,78.8605697151424,2020/2021,Q3,2,1
E09000020,518,72.972972972973,590,73.3898305084746,2020/2021,Q3,2,1
E09000021,511,88.6497064579256,558,87.0967741935484,2020/2021,Q3,2,1
E09000022,1041,80.0192122958694,973,81.7060637204522,2020/2021,Q3,2,1
E09000023,1129,79.273693534101,1040,81.1538461538462,2020/2021,Q3,2,1
E09000024,610,90,632,86.0759493670886,2020/2021,Q3,2,1
E09000025,1390,83.8129496402878,1386,82.4675324675325,2020/2021,Q3,2,1
E09000026,1116,84.9462365591398,1164,81.5292096219931,2020/2021,Q3,2,1
E09000027,528,88.8257575757576,553,87.7034358047016,2020/2021,Q3,2,1
E09000028,921,80.5646036916395,922,79.5010845986985,2020/2021,Q3,2,1
E09000029,607,90.4448105436573,582,90.0343642611684,2020/2021,Q3,2,1
E09000030,1076,86.0594795539033,1077,86.8152274837512,2020/2021,Q3,2,1
E09000031,1130,85.4867256637168,1101,83.4695731153497,2020/2021,Q3,2,1
E09000032,1174,88.7563884156729,1172,86.2627986348123,2020/2021,Q3,2,1
E09000033,466,77.2532188841202,443,78.3295711060948,2020/2021,Q3,2,1
E06000035,850,90.5882352941177,915,90.2732240437159,2020/2021,Q3,2,1
E06000036,343,96.7930029154519,358,94.9720670391062,2020/2021,Q3,2,1
E06000037,335,94.3283582089552,386,95.3367875647668,2020/2021,Q3,2,1
E06000038,595,91.2605042016807,688,90.4069767441861,2020/2021,Q3,2,1
E06000039,570,89.2982456140351,579,87.7374784110535,2020/2021,Q3,2,1
E06000040,411,94.647201946472,427,94.1451990632319,2020/2021,Q3,2,1
E06000041,366,95.9016393442623,412,95.3883495145631,2020/2021,Q3,2,1
E06000042,852,94.0140845070423,893,92.7211646136618,2020/2021,Q3,2,1
E06000043,590,92.5423728813559,652,92.0245398773006,2020/2021,Q3,2,1
E06000044,609,94.0886699507389,540,93.5185185185185,2020/2021,Q3,2,1
E06000045,734,94.550408719346,720,91.9444444444444,2020/2021,Q3,2,1
E06000046,247,89.4736842105263,262,91.6030534351145,2020/2021,Q3,2,1
E10000002,1484,93.5983827493262,1533,95.0424005218526,2020/2021,Q3,2,1
E10000011,1186,92.6644182124789,1303,92.1719109746738,2020/2021,Q3,2,1
E10000014,3351,94.0913160250672,3570,97.2829131652661,2020/2021,Q3,2,1
E10000016,4150,91.566265060241,4382,90.8717480602465,2020/2021,Q3,2,1
E10000025,1896,94.4092827004219,1912,93.3054393305439,2020/2021,Q3,2,1
E10000030,2957,89.5502198173825,3288,89.6593673965937,2020/2021,Q3,2,1
E10000032,2047,95.9941377625794,2194,94.8040109389244,2020/2021,Q3,2,1
E06000022,467,96.1456102783726,458,95.8515283842795,2020/2021,Q3,2,1
E06000023,1410,89.7163120567376,1420,88.0281690140845,2020/2021,Q3,2,1
E06000024,467,94.6466809421842,546,93.4065934065934,2020/2021,Q3,2,1
E06000025,703,95.8748221906117,801,94.8813982521848,2020/2021,Q3,2,1
E06000026,692,93.0635838150289,764,95.0261780104712,2020/2021,Q3,2,1
E06000027,277,93.1407942238267,297,94.2760942760943,2020/2021,Q3,2,1
E06000030,641,93.2917316692668,711,93.5302390998594,2020/2021,Q3,2,1
E06000052,1172,90.9556313993174,1243,90.8286403861625,2020/2021,Q3,2,1
E06000054,1267,94.6329913180742,1229,96.5012205044752,2020/2021,Q3,2,1
E10000008,1591,94.0289126335638,1750,95.0857142857143,2020/2021,Q3,2,1
E06000059,647,95.8268933539413,676,95.8579881656805,2020/2021,Q3,2,1
E10000013,1511,95.1687624090007,1659,94.3942133815552,2020/2021,Q3,2,1
E10000027,1258,92.0508744038156,1284,92.2897196261682,2020/2021,Q3,2,1
E06000058,910,93.4065934065934,984,93.4959349593496,2020/2021,Q3,2,1
E06000001,253,97.2332015810277,238,92.436974789916,2020/2021,Q4,3,1
E06000002,423,95.7446808510638,414,87.9227053140097,2020/2021,Q4,3,1
E06000003,286,97.2027972027972,302,95.6953642384106,2020/2021,Q4,3,1
E06000004,453,96.4679911699779,503,93.6381709741551,2020/2021,Q4,3,1
E06000005,260,96.9230769230769,271,94.0959409594096,2020/2021,Q4,3,1
E06000047,1165,98.6266094420601,1248,97.275641025641,2020/2021,Q4,3,1
E08000021,737,94.8439620081411,754,92.1750663129973,2020/2021,Q4,3,1
E08000022,495,97.979797979798,582,97.2508591065292,2020/2021,Q4,3,1
E08000023,336,98.8095238095238,358,95.5307262569833,2020/2021,Q4,3,1
E08000024,616,99.025974025974,613,97.7161500815661,2020/2021,Q4,3,1
E08000037,475,96.4210526315789,479,92.4843423799583,2020/2021,Q4,3,1
E06000057,635,98.1102362204724,705,93.3333333333333,2020/2021,Q4,3,1
E06000006,318,96.8553459119497,308,87.6623376623377,2020/2021,Q4,3,1
E06000007,509,96.4636542239686,501,94.810379241517,2020/2021,Q4,3,1
E06000008,482,87.9668049792531,499,88.376753507014,2020/2021,Q4,3,1
E06000009,394,95.6852791878173,418,91.6267942583732,2020/2021,Q4,3,1
E06000049,924,96.7532467532468,920,92.9347826086957,2020/2021,Q4,3,1
E06000050,849,95.6419316843345,859,93.8300349243306,2020/2021,Q4,3,1
E08000001,895,96.4245810055866,898,91.8708240534521,2020/2021,Q4,3,1
E08000002,507,89.1518737672584,551,91.6515426497278,2020/2021,Q4,3,1
E08000003,1746,91.6953035509736,1754,86.1459521094641,2020/2021,Q4,3,1
E08000004,777,93.8223938223938,785,90.4458598726115,2020/2021,Q4,3,1
E08000005,640,93.59375,720,91.3888888888889,2020/2021,Q4,3,1
E08000006,809,91.4709517923362,809,88.1334981458591,2020/2021,Q4,3,1
E08000007,835,95.8083832335329,780,92.4358974358974,2020/2021,Q4,3,1
E08000008,543,95.7642725598527,617,91.5721231766613,2020/2021,Q4,3,1
E08000009,555,96.036036036036,573,94.4153577661431,2020/2021,Q4,3,1
E08000010,777,97.2972972972973,813,93.4809348093481,2020/2021,Q4,3,1
E08000011,450,89.7777777777778,491,83.9103869653768,2020/2021,Q4,3,1
E08000012,1325,89.7358490566038,1458,84.4993141289438,2020/2021,Q4,3,1
E08000013,477,94.9685534591195,429,87.4125874125874,2020/2021,Q4,3,1
E08000014,571,89.8423817863398,613,86.7862969004894,2020/2021,Q4,3,1
E08000015,730,95.7534246575343,779,91.2708600770218,2020/2021,Q4,3,1
E10000006,1073,97.2041006523765,1068,95.9737827715356,2020/2021,Q4,3,1
E10000017,2862,89.3431167016073,2990,86.8227424749164,2020/2021,Q4,3,1
E06000010,775,96,752,92.686170212766,2020/2021,Q4,3,1
E06000011,641,98.9079563182527,638,96.3949843260188,2020/2021,Q4,3,1
E06000012,407,97.2972972972973,397,93.198992443325,2020/2021,Q4,3,1
E06000013,402,95.0248756218905,407,92.3832923832924,2020/2021,Q4,3,1
E06000014,436,95.1834862385321,453,91.6114790286976,2020/2021,Q4,3,1
E08000016,684,96.7836257309941,669,94.7683109118087,2020/2021,Q4,3,1
E08000017,817,94.0024479804162,842,90.0237529691211,2020/2021,Q4,3,1
E08000018,654,97.5535168195719,646,94.1176470588235,2020/2021,Q4,3,1
E08000019,1446,95.2282157676349,1450,92.551724137931,2020/2021,Q4,3,1
E08000032,1705,93.0791788856305,1766,87.2593431483579,2020/2021,Q4,3,1
E08000033,540,95.7407407407407,510,92.3529411764706,2020/2021,Q4,3,1
E08000034,1135,95.1541850220264,1179,93.1297709923664,2020/2021,Q4,3,1
E08000035,2176,93.4283088235294,2259,88.7118193891102,2020/2021,Q4,3,1
E08000036,1001,96.5034965034965,983,94.4048830111902,2020/2021,Q4,3,1
E10000023,1219,96.2264150943396,1303,93.6300844205679,2020/2021,Q4,3,1
E06000015,733,94.4065484311051,832,86.2980769230769,2020/2021,Q4,3,1
E06000016,1085,94.6543778801843,1139,88.6742756804214,2020/2021,Q4,3,1
E06000017,72,98.6111111111111,88,97.7272727272727,2020/2021,Q4,3,1
E06000018,949,91.2539515279241,930,85.3763440860215,2020/2021,Q4,3,1
E10000007,1681,97.6799524092802,1788,96.0850111856823,2020/2021,Q4,3,1
E10000018,1609,94.7172156619018,1614,95.1053283767039,2020/2021,Q4,3,1
E10000019,1643,94.3396226415094,1639,89.9938987187309,2020/2021,Q4,3,1
E10000021,1949,96.2544894817855,1988,92.0020120724346,2020/2021,Q4,3,1
E10000024,1879,96.4874933475253,1883,93.1492299522039,2020/2021,Q4,3,1
E06000019,385,96.3636363636364,400,94.5,2020/2021,Q4,3,1
E06000020,490,97.1428571428572,487,89.7330595482546,2020/2021,Q4,3,1
E06000021,793,95.3341740226986,770,90.7792207792208,2020/2021,Q4,3,1
E06000051,627,96.969696969697,616,93.8311688311688,2020/2021,Q4,3,1
E08000025,3506,89.1043924700514,3702,81.7936250675311,2020/2021,Q4,3,1
E08000026,980,94.7959183673469,1077,91.1792014856082,2020/2021,Q4,3,1
E08000027,845,93.6094674556213,855,93.8011695906433,2020/2021,Q4,3,1
E08000028,1028,86.1867704280156,1058,85.7277882797732,2020/2021,Q4,3,1
E08000029,498,91.3654618473896,560,88.75,2020/2021,Q4,3,1
E08000030,915,92.4590163934426,936,87.3931623931624,2020/2021,Q4,3,1
E08000031,836,91.5071770334928,850,87.1764705882353,2020/2021,Q4,3,1
E10000028,1916,96.4509394572025,1940,94.1752577319588,2020/2021,Q4,3,1
E10000031,1379,95.5039883973894,1425,92.6315789473684,2020/2021,Q4,3,1
E10000034,1292,95.5108359133127,1447,93.6420179682101,2020/2021,Q4,3,1
E06000031,638,92.6332288401254,657,86.1491628614916,2020/2021,Q4,3,1
E06000032,848,92.9245283018868,828,84.7826086956522,2020/2021,Q4,3,1
E06000033,452,96.4601769911504,477,93.2914046121593,2020/2021,Q4,3,1
E06000034,559,94.2754919499106,582,89.3470790378007,2020/2021,Q4,3,1
E06000055,495,93.3333333333333,485,90.7216494845361,2020/2021,Q4,3,1
E06000056,785,96.4331210191083,808,94.3069306930693,2020/2021,Q4,3,1
E10000003,1583,96.9046114971573,1621,94.5095619987662,2020/2021,Q4,3,1
E10000012,3736,95.4764453961456,3861,92.4371924371924,2020/2021,Q4,3,1
E10000015,3183,95.8843857995602,3255,92.1351766513057,2020/2021,Q4,3,1
E10000020,1824,96.6008771929825,1944,93.9814814814815,2020/2021,Q4,3,1
E10000029,1689,96.5068087625814,1721,93.9570017431726,2020/2021,Q4,3,1
E09000002,785,81.9108280254777,820,74.5121951219512,2020/2021,Q4,3,1
E09000003,1212,88.2838283828383,1184,80.9966216216216,2020/2021,Q4,3,1
E09000004,652,88.1901840490798,681,78.1204111600587,2020/2021,Q4,3,1
E09000005,1128,89.9822695035461,982,75.152749490835,2020/2021,Q4,3,1
E09000006,916,92.2489082969432,960,85.7291666666667,2020/2021,Q4,3,1
E09000007,570,80.3508771929825,676,72.3372781065089,2020/2021,Q4,3,1
E09000008,1275,86.0392156862745,1212,79.2904290429043,2020/2021,Q4,3,1
E09000009,1081,93.3395004625347,1189,81.1606391925988,2020/2021,Q4,3,1
E09000010,997,84.3530591775326,967,77.5594622543951,2020/2021,Q4,3,1
E09000011,938,85.7142857142857,978,66.5644171779141,2020/2021,Q4,3,1
E09000012,993,72.0040281973817,1016,69.0944881889764,2020/2021,Q4,3,1
E09000013,503,87.2763419483102,510,70.9803921568628,2020/2021,Q4,3,1
E09000014,847,77.4498229043684,814,78.7469287469288,2020/2021,Q4,3,1
E09000015,761,90.6701708278581,750,79.4666666666667,2020/2021,Q4,3,1
E09000016,773,89.0038809831824,793,90.0378310214376,2020/2021,Q4,3,1
E09000017,874,92.9061784897025,991,77.9011099899092,2020/2021,Q4,3,1
E09000018,816,93.2598039215686,887,76.7756482525367,2020/2021,Q4,3,1
E09000019,609,85.3858784893268,627,79.9043062200957,2020/2021,Q4,3,1
E09000020,485,83.9175257731959,553,70.8860759493671,2020/2021,Q4,3,1
E09000021,456,92.7631578947368,541,87.2458410351202,2020/2021,Q4,3,1
E09000022,950,86.8421052631579,935,72.2994652406417,2020/2021,Q4,3,1
E09000023,1005,88.1592039800995,1021,71.7923604309501,2020/2021,Q4,3,1
E09000024,591,92.5549915397631,596,84.3959731543624,2020/2021,Q4,3,1
E09000025,1368,86.9883040935673,1309,80.2139037433155,2020/2021,Q4,3,1
E09000026,1042,85.31669865643,1118,80.5903398926655,2020/2021,Q4,3,1
E09000027,521,90.7869481765835,557,86.3554757630162,2020/2021,Q4,3,1
E09000028,866,86.2586605080831,807,76.9516728624535,2020/2021,Q4,3,1
E09000029,510,90.9803921568628,568,90.1408450704225,2020/2021,Q4,3,1
E09000030,1040,90.0961538461539,988,82.5910931174089,2020/2021,Q4,3,1
E09000031,1044,86.6858237547893,1017,81.2192723697149,2020/2021,Q4,3,1
E09000032,1065,87.887323943662,1048,85.9732824427481,2020/2021,Q4,3,1
E09000033,394,88.3248730964467,420,68.8095238095238,2020/2021,Q4,3,1
E06000035,866,93.3025404157044,913,89.3756845564075,2020/2021,Q4,3,1
E06000036,384,96.875,337,94.3620178041543,2020/2021,Q4,3,1
E06000037,370,93.5135135135135,364,95.6043956043956,2020/2021,Q4,3,1
E06000038,652,94.9386503067485,649,90.1386748844376,2020/2021,Q4,3,1
E06000039,547,92.5045703839122,524,86.6412213740458,2020/2021,Q4,3,1
E06000040,395,95.4430379746836,368,90.7608695652174,2020/2021,Q4,3,1
E06000041,336,96.7261904761905,367,95.6403269754768,2020/2021,Q4,3,1
E06000042,792,96.7171717171717,821,94.2752740560292,2020/2021,Q4,3,1
E06000043,595,94.7899159663866,601,88.6855241264559,2020/2021,Q4,3,1
E06000044,541,88.909426987061,571,98.2486865148862,2020/2021,Q4,3,1
E06000045,678,95.2802359882006,673,97.6225854383358,2020/2021,Q4,3,1
E06000046,252,84.5238095238095,274,97.8102189781022,2020/2021,Q4,3,1
E10000002,1458,95.4046639231824,1486,93.606998654105,2020/2021,Q4,3,1
E10000011,1143,95.1881014873141,1178,92.0203735144312,2020/2021,Q4,3,1
E10000014,3262,96.4438994481913,3401,97.3537194942664,2020/2021,Q4,3,1
E10000016,3950,94.5063291139241,4117,90.3813456400291,2020/2021,Q4,3,1
E10000025,1756,95.1025056947608,1845,93.0623306233062,2020/2021,Q4,3,1
E10000030,2921,92.5025676138309,2978,85.7286769644056,2020/2021,Q4,3,1
E10000032,2067,96.5166908563135,2108,94.4971537001898,2020/2021,Q4,3,1
E06000022,433,94.919168591224,427,96.0187353629977,2020/2021,Q4,3,1
E06000023,1317,94.8367501898254,1362,88.6930983847284,2020/2021,Q4,3,1
E06000024,499,97.5951903807615,537,93.6685288640596,2020/2021,Q4,3,1
E06000025,679,96.759941089838,692,94.6531791907515,2020/2021,Q4,3,1
E06000026,667,94.9025487256372,705,93.1914893617021,2020/2021,Q4,3,1
E06000027,254,96.4566929133858,327,91.4373088685015,2020/2021,Q4,3,1
E06000030,655,93.4351145038168,673,93.0163447251114,2020/2021,Q4,3,1
E06000052,1189,96.551724137931,1269,91.2529550827423,2020/2021,Q4,3,1
E06000054,1151,97.2198088618593,1186,94.4350758853288,2020/2021,Q4,3,1
E10000008,1621,95.8050586057989,1653,94.1318814277072,2020/2021,Q4,3,1
E06000059,642,97.3520249221184,646,94.2724458204334,2020/2021,Q4,3,1
E10000013,1434,95.536959553696,1498,92.0560747663551,2020/2021,Q4,3,1
E10000027,1246,95.9871589085072,1267,92.3441199684294,2020/2021,Q4,3,1
E06000058,941,95.96174282678,909,92.7392739273927,2020/2021,Q4,3,1
