ONS_Code,PCV_12m,PCV_24m,Population_12m,Population_24m,Year,Quarter,Timepoint,Vaccine_Schedule
E09000008,85.8,79.7,1486,1530,2018/2019,Q2,1,0
E09000009,88.6,79,1339,1329,2018/2019,Q2,1,0
E09000010,78.7,77.1,1176,1278,2018/2019,Q2,1,0
E09000011,89.9,85.7,1191,1164,2018/2019,Q2,1,0
E09000012,75.2,74.1,1121,1127,2018/2019,Q2,1,0
E09000013,88,78.8,599,624,2018/2019,Q2,1,0
E09000014,75.9,72.4,980,986,2018/2019,Q2,1,0
E09000015,87,84.6,876,909,2018/2019,Q2,1,0
E09000016,91.3,87.5,883,933,2018/2019,Q2,1,0
E09000017,90.4,84.3,1125,1137,2018/2019,Q2,1,0
E09000018,88.6,78.5,1075,1189,2018/2019,Q2,1,0
E09000019,86.2,81,718,751,2018/2019,Q2,1,0
E09000020,80.8,71.8,626,627,2018/2019,Q2,1,0
E09000021,90.2,87.4,623,637,2018/2019,Q2,1,0
E09000022,85.5,79.3,1134,1205,2018/2019,Q2,1,0
E09000023,89.4,83.8,1233,1193,2018/2019,Q2,1,0
E09000024,88.6,82.4,764,729,2018/2019,Q2,1,0
E09000025,83.5,77.4,1505,1487,2018/2019,Q2,1,0
E09000026,88.3,81.3,1207,1286,2018/2019,Q2,1,0
E09000027,89,64.1,621,654,2018/2019,Q2,1,0
E09000028,89.3,83.3,1061,1025,2018/2019,Q2,1,0
E09000029,92.8,88.1,596,723,2018/2019,Q2,1,0
E09000030,91.8,87.6,1188,1190,2018/2019,Q2,1,0
E09000031,89.7,83.8,1174,1202,2018/2019,Q2,1,0
E09000032,88.8,82.9,1266,1312,2018/2019,Q2,1,0
E09000033,81,74.9,538,501,2018/2019,Q2,1,0
E06000035,94,89.9,944,1064,2018/2019,Q2,1,0
E06000036,96.6,89.7,355,359,2018/2019,Q2,1,0
E06000037,94.4,91.1,413,418,2018/2019,Q2,1,0
E06000038,92.8,85.5,745,802,2018/2019,Q2,1,0
E06000039,92.3,88.6,609,639,2018/2019,Q2,1,0
E06000040,92.6,90.5,470,476,2018/2019,Q2,1,0
E06000041,95.6,93.6,410,405,2018/2019,Q2,1,0
E06000042,95.7,92,974,982,2018/2019,Q2,1,0
E06000043,91.3,89.7,709,687,2018/2019,Q2,1,0
E06000044,95.1,92.9,629,714,2018/2019,Q2,1,0
E06000045,93.3,90.6,837,834,2018/2019,Q2,1,0
E06000046,91.7,83.9,303,304,2018/2019,Q2,1,0
E10000002,93.8,92.6,1537,1640,2018/2019,Q2,1,0
E10000011,93.4,93.6,1270,1444,2018/2019,Q2,1,0
E10000014,94.7,92.7,3596,3804,2018/2019,Q2,1,0
E10000016,93.1,91.6,4618,4676,2018/2019,Q2,1,0
E10000025,93.5,94.4,1927,2078,2018/2019,Q2,1,0
E10000030,87.5,85.3,3390,3586,2018/2019,Q2,1,0
E10000032,95.3,94.1,2177,2363,2018/2019,Q2,1,0
E06000022,94.9,95.3,467,486,2018/2019,Q2,1,0
E06000023,93.1,90.9,1454,1544,2018/2019,Q2,1,0
E06000024,95.6,93.3,523,579,2018/2019,Q2,1,0
E06000025,97.2,96.4,790,757,2018/2019,Q2,1,0
E06000026,96.2,92.8,789,760,2018/2019,Q2,1,0
E06000027,95.3,92.1,343,340,2018/2019,Q2,1,0
E06000030,91.6,92.4,763,775,2018/2019,Q2,1,0
E06000052,92.6,91.6,1370,1393,2018/2019,Q2,1,0
E06000054,95.8,95.6,1258,1324,2018/2019,Q2,1,0
E10000008,94.5,92.6,1812,1815,2018/2019,Q2,1,0
E10000013,91.9,92,1769,1795,2018/2019,Q2,1,0
E10000027,93,92.7,1386,1427,2018/2019,Q2,1,0
E06000059,96.7,94.7,847,854,2018/2019,Q2,1,0
E06000001,95.9514170040486,91.2698412698413,247,252,2018/2019,Q3,2,0
E06000002,93.1313131313131,90.2489626556017,495,482,2018/2019,Q3,2,0
E06000003,96.4630225080386,93.6111111111111,311,360,2018/2019,Q3,2,0
E06000004,95.0095969289827,95.6756756756757,521,555,2018/2019,Q3,2,0
E06000005,95.8477508650519,94.8,289,250,2018/2019,Q3,2,0
E06000047,97.2527472527473,97.1942446043166,1274,1390,2018/2019,Q3,2,0
E08000021,94.1676792223572,92.080378250591,823,846,2018/2019,Q3,2,0
E08000022,97.2577696526508,97.7611940298508,547,536,2018/2019,Q3,2,0
E08000023,96.75,94.1176470588235,400,374,2018/2019,Q3,2,0
E08000024,95.8279009126467,92.3884514435696,767,762,2018/2019,Q3,2,0
E08000037,93.9622641509434,87.9456706281834,530,589,2018/2019,Q3,2,0
E06000057,97.0322580645161,94.7232947232947,775,777,2018/2019,Q3,2,0
E06000006,93.8375350140056,93.421052631579,357,380,2018/2019,Q3,2,0
E06000007,96.8283582089552,94.5634266886326,536,607,2018/2019,Q3,2,0
E06000008,94.831013916501,89.3884892086331,503,556,2018/2019,Q3,2,0
E06000009,92.3076923076923,94.1043083900227,455,441,2018/2019,Q3,2,0
E06000049,96.3963963963964,93.4673366834171,999,995,2018/2019,Q3,2,0
E06000050,92.6002055498458,91.0813823857302,973,897,2018/2019,Q3,2,0
E08000001,95.2173913043478,95.0310559006211,920,966,2018/2019,Q3,2,0
E08000002,75.249169435216,79.5493934142114,602,577,2018/2019,Q3,2,0
E08000003,88.5476314419573,88.3016931759877,1921,1949,2018/2019,Q3,2,0
E08000004,94.2488262910798,91.1084043848965,852,821,2018/2019,Q3,2,0
E08000005,91.8882978723404,91.6464891041162,752,826,2018/2019,Q3,2,0
E08000006,92.0441988950276,92.5799086757991,905,876,2018/2019,Q3,2,0
E08000007,94.8502994011976,95.2755905511811,835,889,2018/2019,Q3,2,0
E08000008,91.7134831460674,88.1953867028494,712,737,2018/2019,Q3,2,0
E08000009,96.2686567164179,94.6268656716418,670,670,2018/2019,Q3,2,0
E08000010,95.6663055254605,95.9821428571429,923,896,2018/2019,Q3,2,0
E08000011,89.7485493230174,88.2591093117409,517,494,2018/2019,Q3,2,0
E08000012,92.9336188436831,92.6330150068213,1401,1466,2018/2019,Q3,2,0
E08000013,88.6679920477137,89.753320683112,503,527,2018/2019,Q3,2,0
E08000014,89.8791540785499,90.4761904761905,662,672,2018/2019,Q3,2,0
E08000015,95.2380952380952,95.5135773317592,819,847,2018/2019,Q3,2,0
E10000006,97.0357454228422,97.2972972972973,1147,1221,2018/2019,Q3,2,0
E10000017,93.0276981852913,90.5683947532792,3141,3202,2018/2019,Q3,2,0
E06000010,94.1629955947137,91.4012738853503,908,942,2018/2019,Q3,2,0
E06000011,95.8981612446959,93.859649122807,707,684,2018/2019,Q3,2,0
E06000012,95.6236323851203,94.4444444444444,457,504,2018/2019,Q3,2,0
E06000013,94.2263279445728,92.5155925155925,433,481,2018/2019,Q3,2,0
E06000014,92.2902494331066,93.8,441,500,2018/2019,Q3,2,0
E08000016,96.9127516778524,96.4751958224543,745,766,2018/2019,Q3,2,0
E08000017,91.8823529411765,88.3484162895928,850,884,2018/2019,Q3,2,0
E08000018,97.0042796005706,96.3541666666667,701,768,2018/2019,Q3,2,0
E08000019,93.9412484700122,93.7349397590361,1634,1660,2018/2019,Q3,2,0
E08000032,92.2742110990207,91.905737704918,1838,1952,2018/2019,Q3,2,0
E08000033,95.04,94.4356120826709,625,629,2018/2019,Q3,2,0
E08000034,94.7409126063418,94.5454545454546,1293,1375,2018/2019,Q3,2,0
E08000035,93.8181818181818,92.0919361121932,2475,2567,2018/2019,Q3,2,0
E08000036,95.9835221421215,94.9222797927461,971,965,2018/2019,Q3,2,0
E10000023,94.5522388059702,92.4023154848046,1340,1382,2018/2019,Q3,2,0
E06000015,92.0193470374849,88.4484711211778,827,883,2018/2019,Q3,2,0
E06000016,93.9418416801293,91.4075286415712,1238,1222,2018/2019,Q3,2,0
E06000017,97.7777777777778,95.2941176470588,90,85,2018/2019,Q3,2,0
E06000018,89.4428152492669,85.3372434017595,1023,1023,2018/2019,Q3,2,0
E10000007,96.1950696677385,95.1014349332014,1866,2021,2018/2019,Q3,2,0
E10000018,97.8820835718374,95.6882255389718,1747,1809,2018/2019,Q3,2,0
E10000019,94.6323134728932,88.550026752274,1863,1869,2018/2019,Q3,2,0
E10000021,95.4181494661922,90.8344141807177,2248,2313,2018/2019,Q3,2,0
E10000024,94.7491795593061,93.4099955771782,2133,2261,2018/2019,Q3,2,0
E06000019,91.8181818181818,94.1588785046729,440,428,2018/2019,Q3,2,0
E06000020,95.1492537313433,91.5708812260536,536,522,2018/2019,Q3,2,0
E06000021,93.6507936507937,90.8990011098779,882,901,2018/2019,Q3,2,0
E06000051,95.0773558368495,93.6386768447837,711,786,2018/2019,Q3,2,0
E08000025,89.2303848075962,86.2799906825064,4002,4293,2018/2019,Q3,2,0
E08000026,91.1149825783972,87.6798561151079,1148,1112,2018/2019,Q3,2,0
E08000027,94.8275862068966,94.0042826552463,928,934,2018/2019,Q3,2,0
E08000028,92.3817863397548,88.7298747763864,1142,1118,2018/2019,Q3,2,0
E08000029,92.4914675767918,90.2479338842975,586,605,2018/2019,Q3,2,0
E08000030,94.8921679909194,92.4064171122995,881,935,2018/2019,Q3,2,0
E08000031,91.6289592760181,87.9432624113475,884,846,2018/2019,Q3,2,0
E10000028,94.7821924365725,92.2298850574713,2089,2175,2018/2019,Q3,2,0
E10000031,93.5672514619883,93.8931297709924,1539,1572,2018/2019,Q3,2,0
E10000034,94.4333996023857,92.3927178153446,1509,1538,2018/2019,Q3,2,0
E06000031,91.3165266106443,86.6385372714487,714,711,2018/2019,Q3,2,0
E06000032,87.4701670644391,81.6104461371056,838,919,2018/2019,Q3,2,0
E06000033,91.4285714285714,91.6211293260474,525,549,2018/2019,Q3,2,0
E06000034,91.2337662337662,90.5296950240771,616,623,2018/2019,Q3,2,0
E06000055,96.745027124774,92.7689594356261,553,567,2018/2019,Q3,2,0
E06000056,96.0886571056063,94.944512946979,767,811,2018/2019,Q3,2,0
E10000003,94.2733657482442,91.2737127371274,1851,1845,2018/2019,Q3,2,0
E10000012,94.5390898483081,91.5353867857983,4285,4253,2018/2019,Q3,2,0
E10000015,90.6602708803612,90.0137174211248,3544,3645,2018/2019,Q3,2,0
E10000020,94.449715370019,92.8571428571429,2108,2226,2018/2019,Q3,2,0
E10000029,94.9740932642487,93.5351462288353,1930,1949,2018/2019,Q3,2,0
E09000002,89.3258426966292,84.1131664853101,890,919,2018/2019,Q3,2,0
E09000003,87.8884462151394,83.4498834498835,1255,1287,2018/2019,Q3,2,0
E09000004,90.7734056987788,88.6274509803922,737,765,2018/2019,Q3,2,0
E09000005,88.7959866220736,83.4188034188034,1196,1170,2018/2019,Q3,2,0
E09000006,93.868349864743,90.1923076923077,1109,1040,2018/2019,Q3,2,0
E09000007,85.7357357357357,79.7527047913447,666,647,2018/2019,Q3,2,0
E09000008,86.3567073170732,80.3506208911614,1312,1369,2018/2019,Q3,2,0
E09000009,89.2512972572276,80.2919708029197,1349,1370,2018/2019,Q3,2,0
E09000010,87.3140857392826,80.8173477898249,1143,1199,2018/2019,Q3,2,0
E09000011,90.185676392573,83.3333333333333,1131,1128,2018/2019,Q3,2,0
E09000012,77.1006463527239,74.9766573295985,1083,1071,2018/2019,Q3,2,0
E09000013,83.7931034482759,74.3548387096774,580,620,2018/2019,Q3,2,0
E09000014,84.3313373253493,79.8561151079137,1002,973,2018/2019,Q3,2,0
E09000015,87.513691128149,85.4241338112306,913,837,2018/2019,Q3,2,0
E09000016,92.3963133640553,87.5706214689266,868,885,2018/2019,Q3,2,0
E09000017,90.5444126074499,83.1219512195122,1047,1025,2018/2019,Q3,2,0
E09000018,89.0551917680075,80.9705042816365,1069,1051,2018/2019,Q3,2,0
E09000019,86.0927152317881,81.5977175463623,755,701,2018/2019,Q3,2,0
E09000020,83.2752613240418,69.9658703071672,574,586,2018/2019,Q3,2,0
E09000021,90.9565217391304,88.64,575,625,2018/2019,Q3,2,0
E09000022,88.597210828548,80.8398950131234,1219,1143,2018/2019,Q3,2,0
E09000023,89.1339869281046,84.3463780183181,1224,1201,2018/2019,Q3,2,0
E09000024,89.2141756548536,81.9423368740516,649,659,2018/2019,Q3,2,0
E09000025,88.3814640698456,84.4429347826087,1489,1472,2018/2019,Q3,2,0
E09000026,87.7295492487479,82.8235294117647,1198,1275,2018/2019,Q3,2,0
E09000027,89.2682926829268,84.7113884555382,615,641,2018/2019,Q3,2,0
E09000028,89.1025641025641,82.0610687022901,1092,1048,2018/2019,Q3,2,0
E09000029,91.6802610114192,87.7300613496933,613,652,2018/2019,Q3,2,0
E09000030,92.7404718693285,87.8682842287695,1102,1154,2018/2019,Q3,2,0
E09000031,89.0119250425894,82.8571428571429,1174,1120,2018/2019,Q3,2,0
E09000032,89.2741935483871,83.834281072299,1240,1231,2018/2019,Q3,2,0
