ONS_Code,PCV_12m,PCV_24m,Population_12m,Population_24m,Year,Quarter,Timepoint,Vaccine_Schedule
E08000008,95.9,92,655,649,2016/2017,Q1,0,0
E08000009,96.3,97,684,707,2016/2017,Q1,0,0
E08000010,97.6,94.6,882,871,2016/2017,Q1,0,0
E10000017,93.4,93.4,3225,3193,2016/2017,Q1,0,0
E06000008,88.7,89.1,529,552,2016/2017,Q1,0,0
E06000009,95.2,89.7,441,475,2016/2017,Q1,0,0
E06000001,94.6,89.5,259,267,2016/2017,Q1,0,0
E06000002,95.6,92.1,458,454,2016/2017,Q1,0,0
E06000003,96.6,95.5,350,354,2016/2017,Q1,0,0
E06000004,94.6,94.4,576,573,2016/2017,Q1,0,0
E06000047,97.6,97.6,1374,1353,2016/2017,Q1,0,0
E06000005,97.2,96.2,284,319,2016/2017,Q1,0,0
E10000006,97.4,96.7,1214,1205,2016/2017,Q1,0,0
E08000021,93.6,94.8,859,821,2016/2017,Q1,0,0
E08000022,96.6,97.4,583,568,2016/2017,Q1,0,0
E08000023,98.4,98.3,387,400,2016/2017,Q1,0,0
E08000024,98.4,97.1,702,679,2016/2017,Q1,0,0
E08000015,95.9,95.6,861,922,2016/2017,Q1,0,0
E06000007,97.4,94.6,587,588,2016/2017,Q1,0,0
E06000049,95.4,92.5,964,949,2016/2017,Q1,0,0
E06000050,97.3,94.6,936,924,2016/2017,Q1,0,0
E08000011,94.6,95.9,499,482,2016/2017,Q1,0,0
E08000012,93,92.6,1424,1397,2016/2017,Q1,0,0
E08000014,94.9,93.5,647,697,2016/2017,Q1,0,0
E08000013,87.6,89.4,493,519,2016/2017,Q1,0,0
E06000006,95.7,96.5,372,367,2016/2017,Q1,0,0
E10000007,94.7,94.8,1872,1959,2016/2017,Q1,0,0
E06000015,92.8,91.8,951,952,2016/2017,Q1,0,0
E10000024,96.1,92.9,2114,2134,2016/2017,Q1,0,0
E06000018,90.3,89.7,1019,1015,2016/2017,Q1,0,0
E10000028,96,94.8,2175,2213,2016/2017,Q1,0,0
E06000021,95.1,96.3,844,946,2016/2017,Q1,0,0
E06000051,95.2,94.8,702,709,2016/2017,Q1,0,0
E06000020,96.8,94.5,503,527,2016/2017,Q1,0,0
E10000031,97.6,97.3,1428,1421,2016/2017,Q1,0,0
E08000026,94.5,95.9,1064,1024,2016/2017,Q1,0,0
E06000019,95.6,97.4,406,382,2016/2017,Q1,0,0
E10000034,95,93.9,1535,1509,2016/2017,Q1,0,0
E08000025,88.5,88.3,4272,4326,2016/2017,Q1,0,0
E08000027,94.1,94.7,931,1006,2016/2017,Q1,0,0
E08000028,90.7,91.8,1076,1121,2016/2017,Q1,0,0
E08000029,94.8,94.2,543,538,2016/2017,Q1,0,0
E08000030,97.3,97.9,902,824,2016/2017,Q1,0,0
E08000031,91.2,91.3,876,865,2016/2017,Q1,0,0
E10000021,95.8,96.8,2225,2250,2016/2017,Q1,0,0
E10000015,96.5,96.6,3678,3749,2016/2017,Q1,0,0
E06000032,91.4,92.1,853,838,2016/2017,Q1,0,0
E06000042,95.3,95,990,939,2016/2017,Q1,0,0
E06000055,95.3,93.5,529,536,2016/2017,Q1,0,0
E06000056,97.8,95.4,800,842,2016/2017,Q1,0,0
E10000019,94.4,92,1967,1955,2016/2017,Q1,0,0
E10000018,97.7,96.7,1807,1719,2016/2017,Q1,0,0
E06000016,95.7,93.8,1200,1296,2016/2017,Q1,0,0
E06000017,95.6,93.4,113,91,2016/2017,Q1,0,0
E10000020,96.1,94.3,1839,1901,2016/2017,Q1,0,0
E10000029,96.1,95.2,1956,2021,2016/2017,Q1,0,0
E10000003,94.3,89.9,1834,1871,2016/2017,Q1,0,0
E06000031,93.6,91.2,770,728,2016/2017,Q1,0,0
E10000012,95.7,94.7,4297,4329,2016/2017,Q1,0,0
E06000033,93.6,94.6,519,521,2016/2017,Q1,0,0
E06000034,92.9,94.6,589,572,2016/2017,Q1,0,0
E10000027,94.2,95.1,1423,1520,2016/2017,Q1,0,0
E06000023,93.1,91,1541,1524,2016/2017,Q1,0,0
E06000024,95.8,94.3,565,577,2016/2017,Q1,0,0
E06000025,96.6,94.6,800,826,2016/2017,Q1,0,0
E06000052,93.6,92.4,1405,1364,2016/2017,Q1,0,0
E10000008,91,90.9,1791,1815,2016/2017,Q1,0,0
E06000026,96.4,95.5,743,737,2016/2017,Q1,0,0
E06000027,96.3,95.2,327,310,2016/2017,Q1,0,0
E10000016,87.5,88.6,4433,4515,2016/2017,Q1,0,0
E06000035,87.9,84.4,982,974,2016/2017,Q1,0,0
E10000030,88.2,85.9,3592,3558,2016/2017,Q1,0,0
E10000032,93.7,90.4,2295,2276,2016/2017,Q1,0,0
E10000011,93.5,94,1339,1273,2016/2017,Q1,0,0
E06000043,89.1,87.7,696,715,2016/2017,Q1,0,0
E06000054,95.6,93.7,1274,1380,2016/2017,Q1,0,0
E06000030,95.9,94.2,714,779,2016/2017,Q1,0,0
E10000013,93.3,90.3,1689,1295,2016/2017,Q1,0,0
E06000022,96.2,95.4,472,458,2016/2017,Q1,0,0
E10000025,96.2,95.1,1938,1899,2016/2017,Q1,0,0
E10000002,96.1,94.7,1628,1612,2016/2017,Q1,0,0
E06000036,94.8,89.6,362,385,2016/2017,Q1,0,0
E06000037,95.9,90.6,389,445,2016/2017,Q1,0,0
E06000038,90.9,90.7,803,753,2016/2017,Q1,0,0
E06000039,92.1,86.8,623,592,2016/2017,Q1,0,0
E06000040,95,91,436,442,2016/2017,Q1,0,0
E06000041,95.4,92.8,372,433,2016/2017,Q1,0,0
E06000059,96.9,96.2,950,869,2016/2017,Q1,0,0
E06000057,78,86.2,710,746,2016/2017,Q1,0,0
E08000037,91.4,94.9,602,532,2016/2017,Q1,0,0
E06000046,,,,,2016/2017,Q2,1,0
E10000014,94.5,93,3755,3984,2016/2017,Q2,1,0
E06000044,96.8,95.3,697,623,2016/2017,Q2,1,0
E06000045,96.5,94.6,830,838,2016/2017,Q2,1,0
E09000007,85.4,83.6,624,605,2016/2017,Q2,1,0
E09000011,90.5,86.5,1184,1189,2016/2017,Q2,1,0
E09000012,78.7,84.2,1115,1087,2016/2017,Q2,1,0
E09000013,87.8,77.6,517,588,2016/2017,Q2,1,0
E09000019,95.2,92.6,627,551,2016/2017,Q2,1,0
E09000020,77.3,69,559,564,2016/2017,Q2,1,0
E09000022,87,86.9,1303,1168,2016/2017,Q2,1,0
E09000023,90.7,86.5,1185,1168,2016/2017,Q2,1,0
E09000028,87.6,86.3,1146,1101,2016/2017,Q2,1,0
E09000030,95.7,91.6,1071,1060,2016/2017,Q2,1,0
E09000032,90.8,81.5,1286,1183,2016/2017,Q2,1,0
E09000033,79.4,66.6,645,616,2016/2017,Q2,1,0
E09000002,91.7,90.1,952,925,2016/2017,Q2,1,0
E09000003,90,84.7,1358,1329,2016/2017,Q2,1,0
E09000004,92.2,89,820,825,2016/2017,Q2,1,0
E09000005,90.6,87.2,1243,1200,2016/2017,Q2,1,0
E09000006,91,86.5,1126,1080,2016/2017,Q2,1,0
E09000008,88.4,81.9,1473,1454,2016/2017,Q2,1,0
E09000009,92.8,82.4,1194,1367,2016/2017,Q2,1,0
E09000010,88.4,85.5,1182,1141,2016/2017,Q2,1,0
E09000014,86.4,84.8,1088,969,2016/2017,Q2,1,0
E09000015,88.8,85,868,849,2016/2017,Q2,1,0
E09000016,95.4,93.8,943,882,2016/2017,Q2,1,0
E09000017,84,81.2,1003,1093,2016/2017,Q2,1,0
E09000018,83.4,78.7,1255,1129,2016/2017,Q2,1,0
E09000021,93.9,94.2,657,653,2016/2017,Q2,1,0
E09000024,92.1,88.6,736,747,2016/2017,Q2,1,0
E09000025,91.5,86.6,1500,1398,2016/2017,Q2,1,0
E09000026,92.6,89.8,1193,1180,2016/2017,Q2,1,0
E09000027,82.5,74.6,656,710,2016/2017,Q2,1,0
E09000029,92.1,88.5,684,696,2016/2017,Q2,1,0
E09000031,88.2,80.4,1179,1166,2016/2017,Q2,1,0
E06000011,97.2,96.5,742,793,2016/2017,Q2,1,0
E06000010,95.4,93.3,950,908,2016/2017,Q2,1,0
E06000012,97.1,97,519,507,2016/2017,Q2,1,0
E06000013,95.5,93.3,492,446,2016/2017,Q2,1,0
E10000023,95.7,95.1,1399,1393,2016/2017,Q2,1,0
E06000014,96.5,94.9,579,573,2016/2017,Q2,1,0
E08000016,97.8,95.9,736,799,2016/2017,Q2,1,0
E08000017,95,92.9,898,921,2016/2017,Q2,1,0
E08000018,96.1,94.8,723,774,2016/2017,Q2,1,0
E08000019,91.4,92.1,1644,1675,2016/2017,Q2,1,0
E08000032,94,93.4,2004,2122,2016/2017,Q2,1,0
E08000033,94.2,93.6,605,714,2016/2017,Q2,1,0
E08000034,96,95.7,1316,1383,2016/2017,Q2,1,0
E08000035,94.7,93.7,2628,2654,2016/2017,Q2,1,0
E08000036,96.4,96.3,1098,1076,2016/2017,Q2,1,0
E08000001,96.8,94.1,976,1032,2016/2017,Q2,1,0
E08000002,94.6,90.2,607,643,2016/2017,Q2,1,0
E08000003,90.5,86.9,2172,2131,2016/2017,Q2,1,0
E08000004,96.6,93.9,825,875,2016/2017,Q2,1,0
E08000005,95.7,95.5,788,781,2016/2017,Q2,1,0
E08000006,94.5,93.9,924,899,2016/2017,Q2,1,0
E08000007,94.7,93.9,885,858,2016/2017,Q2,1,0
E08000008,94,97.8,767,801,2016/2017,Q2,1,0
E08000009,96.2,94.4,740,702,2016/2017,Q2,1,0
E08000010,97.5,95.5,949,1001,2016/2017,Q2,1,0
E10000017,91.9,91.5,3351,3525,2016/2017,Q2,1,0
E06000008,92.7,92.1,626,617,2016/2017,Q2,1,0
E06000009,94,89.1,452,503,2016/2017,Q2,1,0
E06000001,94,89.1,283,247,2016/2017,Q2,1,0
E06000002,97.2,94.1,501,488,2016/2017,Q2,1,0
E06000003,97.7,94.4,351,396,2016/2017,Q2,1,0
E06000004,95.9,94.6,580,631,2016/2017,Q2,1,0
E06000047,98.4,97.1,1405,1402,2016/2017,Q2,1,0
E06000005,97.3,95.6,295,296,2016/2017,Q2,1,0
E10000006,98,98.3,1207,1200,2016/2017,Q2,1,0
E08000021,94.5,94.1,822,816,2016/2017,Q2,1,0
E08000022,98.1,97.7,576,608,2016/2017,Q2,1,0
E08000023,97.8,98.4,452,370,2016/2017,Q2,1,0
E08000024,97.3,96.5,712,720,2016/2017,Q2,1,0
E08000015,97.4,95.5,983,966,2016/2017,Q2,1,0
E06000007,96.2,95.9,630,579,2016/2017,Q2,1,0
E06000049,95.6,91.3,983,995,2016/2017,Q2,1,0
E06000050,96.6,93.7,906,940,2016/2017,Q2,1,0
E08000011,92.5,95,520,545,2016/2017,Q2,1,0
E08000012,94.8,91.9,1444,1536,2016/2017,Q2,1,0
E08000014,91.8,93.1,732,679,2016/2017,Q2,1,0
E08000013,88.1,89.6,546,519,2016/2017,Q2,1,0
E06000006,95.2,94.6,398,423,2016/2017,Q2,1,0
E10000007,94.1,92,2046,2027,2016/2017,Q2,1,0
E06000015,92.8,92.2,866,898,2016/2017,Q2,1,0
E10000024,95.4,92.1,2193,2296,2016/2017,Q2,1,0
E06000018,91.8,90.5,1211,1139,2016/2017,Q2,1,0
E10000028,96.4,94.2,2214,2286,2016/2017,Q2,1,0
E06000021,95.1,96.4,874,890,2016/2017,Q2,1,0
E06000051,97.1,95.8,698,709,2016/2017,Q2,1,0
E06000020,95.5,96.4,536,548,2016/2017,Q2,1,0
E10000031,97.2,97.6,1573,1515,2016/2017,Q2,1,0
E08000026,95.3,95.6,1074,1119,2016/2017,Q2,1,0
E06000019,98.7,97.7,393,441,2016/2017,Q2,1,0
E10000034,93.8,94.1,1563,1534,2016/2017,Q2,1,0
E08000025,88.9,88.1,4417,4562,2016/2017,Q2,1,0
E08000027,92.8,93.8,1020,1008,2016/2017,Q2,1,0
E08000028,89.5,89.7,1179,1185,2016/2017,Q2,1,0
E08000029,94.7,95.4,546,591,2016/2017,Q2,1,0
E08000030,94.6,94.8,1002,1011,2016/2017,Q2,1,0
E08000031,89.8,89.1,885,910,2016/2017,Q2,1,0
E10000021,95.9,95.2,2368,2315,2016/2017,Q2,1,0
E10000015,97,95.4,3873,3847,2016/2017,Q2,1,0
E06000032,90.7,90.7,900,924,2016/2017,Q2,1,0
E06000042,96.6,93.8,1056,1002,2016/2017,Q2,1,0
E06000055,96.7,94.1,570,576,2016/2017,Q2,1,0
E06000056,95.4,94.8,821,848,2016/2017,Q2,1,0
E10000019,95.7,92.1,2043,2112,2016/2017,Q2,1,0
E10000018,97,96.2,1806,1873,2016/2017,Q2,1,0
E06000016,95.9,94.4,1338,1325,2016/2017,Q2,1,0
E06000017,96.8,96.2,94,79,2016/2017,Q2,1,0
E10000020,95.7,94.6,2378,2419,2016/2017,Q2,1,0
E10000029,95.8,95.1,2066,2083,2016/2017,Q2,1,0
E10000003,94.3,92,1999,1886,2016/2017,Q2,1,0
E06000031,93.6,91.9,787,782,2016/2017,Q2,1,0
E10000012,95.8,94.4,4487,4531,2016/2017,Q2,1,0
E06000033,93.2,94.5,556,549,2016/2017,Q2,1,0
E06000034,92.1,97.8,718,668,2016/2017,Q2,1,0
E10000027,94.6,93.4,1471,1495,2016/2017,Q2,1,0
E06000023,93.6,89.9,1497,1690,2016/2017,Q2,1,0
E06000024,96.1,94,596,582,2016/2017,Q2,1,0
E06000025,96.9,94.1,826,802,2016/2017,Q2,1,0
E06000052,93.5,92.8,1449,1519,2016/2017,Q2,1,0
E10000008,92.2,92.8,1865,1865,2016/2017,Q2,1,0
E06000026,97,94.4,829,820,2016/2017,Q2,1,0
E06000027,95.7,93.1,371,423,2016/2017,Q2,1,0
E10000016,81.6,85.3,4516,4535,2016/2017,Q2,1,0
E06000035,85.3,85.4,963,960,2016/2017,Q2,1,0
E10000030,89.1,85.8,3481,3665,2016/2017,Q2,1,0
E10000032,94.2,91.4,2310,2413,2016/2017,Q2,1,0
E10000011,93.9,91.5,1255,1393,2016/2017,Q2,1,0
E06000043,88.6,88.4,746,793,2016/2017,Q2,1,0
E06000054,94.8,93.3,1347,1440,2016/2017,Q2,1,0
E06000030,95.5,95.5,734,763,2016/2017,Q2,1,0
E10000013,93.5,88.8,1736,1512,2016/2017,Q2,1,0
E06000022,96.5,94.8,510,499,2016/2017,Q2,1,0
E10000025,96.3,95.1,1959,1974,2016/2017,Q2,1,0
E10000002,94.8,95.1,1646,1705,2016/2017,Q2,1,0
E06000036,94.1,89.3,389,411,2016/2017,Q2,1,0
E06000037,95.6,93.4,452,440,2016/2017,Q2,1,0
E06000038,92.6,87.4,740,752,2016/2017,Q2,1,0
E06000039,89.9,83.4,666,655,2016/2017,Q2,1,0
E06000040,92,86.3,450,476,2016/2017,Q2,1,0
E06000041,97.1,90.8,416,457,2016/2017,Q2,1,0
E06000059,97.2,96.6,955,1022,2016/2017,Q2,1,0
E06000057,,,,0,2016/2017,Q2,1,0
E08000037,93.5,96.1,573,588,2016/2017,Q2,1,0
E06000046,88.4,83.3,302,342,2016/2017,Q3,2,0
E10000014,95.1,92.6,3627,3665,2016/2017,Q3,2,0
E06000044,94.8,94.7,673,639,2016/2017,Q3,2,0
E06000045,96.4,95.5,828,829,2016/2017,Q3,2,0
E09000007,82.4,81,626,579,2016/2017,Q3,2,0
E09000011,91.6,84.8,1119,1122,2016/2017,Q3,2,0
E09000012,75.4,78,1122,982,2016/2017,Q3,2,0
E09000013,88.7,77.1,558,568,2016/2017,Q3,2,0
E09000019,93.3,91.8,611,547,2016/2017,Q3,2,0
E09000020,76.4,67,505,555,2016/2017,Q3,2,0
E09000022,88.8,85.9,1183,1104,2016/2017,Q3,2,0
E09000023,92.5,85.1,1164,1144,2016/2017,Q3,2,0
E09000028,89.2,87.5,1014,1017,2016/2017,Q3,2,0
E09000030,95.4,91.2,1119,1031,2016/2017,Q3,2,0
E09000032,92.3,85.7,1271,1249,2016/2017,Q3,2,0
E09000033,80.1,70.4,627,612,2016/2017,Q3,2,0
E09000002,92.5,86.9,914,868,2016/2017,Q3,2,0
E09000003,90.3,85.2,1407,1321,2016/2017,Q3,2,0
E09000004,92.2,89.5,781,778,2016/2017,Q3,2,0
E09000005,90.2,85.1,1160,1160,2016/2017,Q3,2,0
E09000006,91.7,85.3,1050,1090,2016/2017,Q3,2,0
E09000008,87.4,80.4,1460,1439,2016/2017,Q3,2,0
E09000009,91.3,83.4,1231,1238,2016/2017,Q3,2,0
E09000010,88.9,85.5,1180,1121,2016/2017,Q3,2,0
E09000014,86.2,83.7,1071,955,2016/2017,Q3,2,0
E09000015,92.1,87.6,856,865,2016/2017,Q3,2,0
E09000016,94.8,92.9,829,779,2016/2017,Q3,2,0
E09000017,88.3,81.5,987,1007,2016/2017,Q3,2,0
E09000018,90.7,77.5,1093,1053,2016/2017,Q3,2,0
E09000021,93.4,91.7,723,671,2016/2017,Q3,2,0
E09000024,94.3,86.7,721,712,2016/2017,Q3,2,0
E09000025,90.7,88.1,1363,1235,2016/2017,Q3,2,0
E09000026,93.5,91.6,990,1096,2016/2017,Q3,2,0
E09000027,80.9,76.2,639,650,2016/2017,Q3,2,0
E09000029,94.5,86.7,670,663,2016/2017,Q3,2,0
E09000031,87.8,75.4,997,1046,2016/2017,Q3,2,0
E06000011,97.1,94.5,691,749,2016/2017,Q3,2,0
E06000010,95.3,94.5,955,924,2016/2017,Q3,2,0
E06000012,98.3,95.7,465,539,2016/2017,Q3,2,0
E06000013,96.7,92.2,487,463,2016/2017,Q3,2,0
E10000023,94.6,94.8,1343,1338,2016/2017,Q3,2,0
E06000014,95.7,95.4,489,498,2016/2017,Q3,2,0
E08000016,96.8,97.4,725,738,2016/2017,Q3,2,0
E08000017,93,92.9,900,906,2016/2017,Q3,2,0
E08000018,95.1,94.8,829,724,2016/2017,Q3,2,0
E08000019,94.7,93.6,1709,1662,2016/2017,Q3,2,0
E08000032,93.7,94.3,1951,1992,2016/2017,Q3,2,0
E08000033,96.7,96.1,638,639,2016/2017,Q3,2,0
E08000034,95.4,96.1,1364,1376,2016/2017,Q3,2,0
E08000035,94.4,93.8,2547,2570,2016/2017,Q3,2,0
E08000036,95.7,95.8,1057,1060,2016/2017,Q3,2,0
E08000001,97.7,96.9,947,898,2016/2017,Q3,2,0
E08000002,93.6,89.8,627,647,2016/2017,Q3,2,0
E08000003,92.9,90.3,2086,2078,2016/2017,Q3,2,0
E08000004,97.4,92.7,878,868,2016/2017,Q3,2,0
E08000005,95.7,95.2,721,749,2016/2017,Q3,2,0
E08000006,93.6,92.7,910,840,2016/2017,Q3,2,0
E08000007,95.9,94.8,862,908,2016/2017,Q3,2,0
E08000008,98,97.4,703,737,2016/2017,Q3,2,0
E08000009,96.9,94.7,711,680,2016/2017,Q3,2,0
E08000010,97.8,95,863,896,2016/2017,Q3,2,0
E10000017,90.3,91.2,3193,3256,2016/2017,Q3,2,0
E06000008,94.6,92.9,569,575,2016/2017,Q3,2,0
E06000009,92.6,90.9,484,504,2016/2017,Q3,2,0
E06000001,91.6,91.2,274,261,2016/2017,Q3,2,0
E06000002,96.8,93.6,468,500,2016/2017,Q3,2,0
E06000003,98.2,94.7,330,341,2016/2017,Q3,2,0
E06000004,95.2,93.9,557,593,2016/2017,Q3,2,0
E06000047,98.4,97.2,1439,1426,2016/2017,Q3,2,0
E06000005,96.3,95.4,298,307,2016/2017,Q3,2,0
E10000006,97.3,95.9,1212,1221,2016/2017,Q3,2,0
E08000021,93.3,94.1,830,799,2016/2017,Q3,2,0
E08000022,97.9,97.3,585,563,2016/2017,Q3,2,0
E08000023,96.7,96.3,422,430,2016/2017,Q3,2,0
E08000024,98.5,97.4,688,700,2016/2017,Q3,2,0
E08000015,95.4,95.3,923,879,2016/2017,Q3,2,0
E06000007,97,93.1,624,637,2016/2017,Q3,2,0
E06000049,95.7,92.4,991,930,2016/2017,Q3,2,0
E06000050,96.6,94.5,939,946,2016/2017,Q3,2,0
E08000011,92.9,92,463,503,2016/2017,Q3,2,0
E08000012,95.2,92.8,1494,1513,2016/2017,Q3,2,0
E08000014,92.7,91.6,667,676,2016/2017,Q3,2,0
E08000013,93,88.9,512,494,2016/2017,Q3,2,0
E06000006,96.7,96.6,390,410,2016/2017,Q3,2,0
E10000007,92.8,92.2,1988,1988,2016/2017,Q3,2,0
E06000015,93,91,854,931,2016/2017,Q3,2,0
E10000024,97.1,93.7,2287,2193,2016/2017,Q3,2,0
E06000018,91.9,88,1043,1046,2016/2017,Q3,2,0
E10000028,96.2,93.4,2178,2248,2016/2017,Q3,2,0
E06000021,96.6,95,877,944,2016/2017,Q3,2,0
E06000051,96.6,95.9,730,732,2016/2017,Q3,2,0
E06000020,97.1,96.6,515,524,2016/2017,Q3,2,0
E10000031,96.5,96.3,1417,1424,2016/2017,Q3,2,0
E08000026,95,95.3,1080,1031,2016/2017,Q3,2,0
E06000019,96.3,95.7,410,394,2016/2017,Q3,2,0
E10000034,93.8,94,1480,1546,2016/2017,Q3,2,0
E08000025,89.3,88,4453,4380,2016/2017,Q3,2,0
E08000027,95.7,94.5,931,979,2016/2017,Q3,2,0
E08000028,94.2,93.4,1059,1007,2016/2017,Q3,2,0
E08000029,94.3,95.2,564,519,2016/2017,Q3,2,0
E08000030,94.6,91.8,966,927,2016/2017,Q3,2,0
E08000031,92,91.7,866,892,2016/2017,Q3,2,0
E10000021,95.7,95.1,2184,2214,2016/2017,Q3,2,0
E10000015,96.4,95.3,3795,3698,2016/2017,Q3,2,0
E06000032,92.5,88.1,876,873,2016/2017,Q3,2,0
E06000042,96.4,92.5,976,936,2016/2017,Q3,2,0
E06000055,98,94.5,541,527,2016/2017,Q3,2,0
E06000056,94.8,95.6,844,796,2016/2017,Q3,2,0
E10000019,94.9,92,2006,1971,2016/2017,Q3,2,0
E10000018,98.2,96.8,1768,1818,2016/2017,Q3,2,0
E06000016,95.6,94.5,1281,1332,2016/2017,Q3,2,0
E06000017,97.3,91.2,73,102,2016/2017,Q3,2,0
E10000020,95.7,95.5,2256,2281,2016/2017,Q3,2,0
E10000029,96.3,95.4,2022,1982,2016/2017,Q3,2,0
E10000003,94.3,92.9,1881,1877,2016/2017,Q3,2,0
E06000031,93.5,89.9,718,743,2016/2017,Q3,2,0
E10000012,95.8,94.8,4240,4426,2016/2017,Q3,2,0
E06000033,94.6,94.2,577,537,2016/2017,Q3,2,0
E06000034,91.9,94.3,621,609,2016/2017,Q3,2,0
E10000027,94.2,94.4,1446,1386,2016/2017,Q3,2,0
E06000023,93.8,90.3,1622,1574,2016/2017,Q3,2,0
E06000024,96,93.9,554,578,2016/2017,Q3,2,0
E06000025,95.7,92.9,796,804,2016/2017,Q3,2,0
E06000052,95,93.2,1353,1397,2016/2017,Q3,2,0
E10000008,93.4,92,1820,1802,2016/2017,Q3,2,0
E06000026,97.1,94.5,771,765,2016/2017,Q3,2,0
E06000027,94.6,94.9,355,374,2016/2017,Q3,2,0
E10000016,92.6,90.5,4332,4460,2016/2017,Q3,2,0
E06000035,86.6,87,933,929,2016/2017,Q3,2,0
E10000030,88.6,87,3500,3497,2016/2017,Q3,2,0
E10000032,93.4,92.8,2291,2249,2016/2017,Q3,2,0
E10000011,94.5,93.2,1235,1298,2016/2017,Q3,2,0
E06000043,90.3,88.2,720,706,2016/2017,Q3,2,0
E06000054,97.2,97,1299,1349,2016/2017,Q3,2,0
E06000030,94.5,93.2,741,760,2016/2017,Q3,2,0
E10000013,94.8,90.5,1793,1668,2016/2017,Q3,2,0
E06000022,96.8,96.7,501,457,2016/2017,Q3,2,0
E10000025,94.2,94.6,1959,1898,2016/2017,Q3,2,0
E10000002,94.7,93.6,1605,1650,2016/2017,Q3,2,0
E06000036,94.8,94.5,365,348,2016/2017,Q3,2,0
E06000037,93.1,93.1,406,462,2016/2017,Q3,2,0
E06000038,91.6,89.3,802,728,2016/2017,Q3,2,0
E06000039,90.3,85.4,642,636,2016/2017,Q3,2,0
E06000040,94.7,88.5,435,486,2016/2017,Q3,2,0
E06000041,95.1,94.2,432,395,2016/2017,Q3,2,0
