ONS_Code,PCV_12m,PCV_24m,Population_12m,Population_24m,Year,Quarter,Timepoint,Vaccine_Schedule
E10000008,95.9,95,1822,1960,2014/2015,Q1,0,0
E10000013,95.4,94.4,1601,1710,2014/2015,Q1,0,0
E06000024,98.3,96.2,534,606,2014/2015,Q1,0,0
E06000026,96,95.2,732,859,2014/2015,Q1,0,0
E10000027,95.8,94.5,1344,1465,2014/2015,Q1,0,0
E06000025,97.7,97.1,727,828,2014/2015,Q1,0,0
E06000030,95.8,94.9,712,781,2014/2015,Q1,0,0
E06000027,95,94.9,361,392,2014/2015,Q1,0,0
E06000054,96.6,95.5,1272,1371,2014/2015,Q1,0,0
E08000037,95.3,92.3,491,544,2014/2015,Q1,0,0
E06000057,97.2,96.8,760,849,2014/2015,Q1,0,0
E06000059,96.3,96.7,843,933,2014/2015,Q1,0,0
E06000001,94,90.9,248,307,2014/2015,Q2,1,0
E06000002,93.6,90.4,513,572,2014/2015,Q2,1,0
E06000003,96.1,94.4,387,410,2014/2015,Q2,1,0
E06000004,95.7,94,586,637,2014/2015,Q2,1,0
E06000005,95.7,99.1,305,350,2014/2015,Q2,1,0
E06000047,97.6,99.2,1393,1511,2014/2015,Q2,1,0
E08000021,94.2,95.9,865,898,2014/2015,Q2,1,0
E08000022,99,98.9,610,618,2014/2015,Q2,1,0
E08000023,97.4,98.2,424,433,2014/2015,Q2,1,0
E08000024,98.6,96.1,784,740,2014/2015,Q2,1,0
E06000006,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000007,96.5,94.7,653,637,2014/2015,Q2,1,0
E06000008,95.2,94.7,559,571,2014/2015,Q2,1,0
E06000009,94.8,92.1,405,457,2014/2015,Q2,1,0
E06000049,96.3,93.7,976,1071,2014/2015,Q2,1,0
E06000050,96.2,95.8,884,949,2014/2015,Q2,1,0
E08000001,96.2,95.9,1005,1024,2014/2015,Q2,1,0
E08000002,94.2,93.9,617,660,2014/2015,Q2,1,0
E08000003,92.6,90.8,1920,1881,2014/2015,Q2,1,0
E08000004,96.4,97.2,899,887,2014/2015,Q2,1,0
E08000005,96.6,96.1,832,792,2014/2015,Q2,1,0
E08000006,95.9,95.5,868,942,2014/2015,Q2,1,0
E08000007,95.9,93.6,933,917,2014/2015,Q2,1,0
E08000008,95.5,94.1,696,714,2014/2015,Q2,1,0
E08000009,96.6,95,743,767,2014/2015,Q2,1,0
E08000010,97,94.7,991,947,2014/2015,Q2,1,0
E08000011,94,96.2,532,546,2014/2015,Q2,1,0
E08000012,91.3,90.9,1570,1575,2014/2015,Q2,1,0
E08000013,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E08000014,95.4,93.2,782,820,2014/2015,Q2,1,0
E08000015,95.9,96.1,979,985,2014/2015,Q2,1,0
E10000006,96.4,96.6,1257,1272,2014/2015,Q2,1,0
E10000017,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000010,97.4,94.4,961,1010,2014/2015,Q2,1,0
E06000011,97.1,95.7,807,750,2014/2015,Q2,1,0
E06000012,96.3,98,507,491,2014/2015,Q2,1,0
E06000013,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000014,94,93.7,562,557,2014/2015,Q2,1,0
E08000016,97.3,96.8,754,812,2014/2015,Q2,1,0
E08000017,94.5,94.8,979,977,2014/2015,Q2,1,0
E08000018,97.4,94.2,814,807,2014/2015,Q2,1,0
E08000019,93.4,91.8,1628,1788,2014/2015,Q2,1,0
E08000032,95.1,94.2,2142,2111,2014/2015,Q2,1,0
E08000033,96.7,96.1,636,785,2014/2015,Q2,1,0
E08000034,97.4,98.1,1432,1471,2014/2015,Q2,1,0
E08000035,95.9,95,2658,2607,2014/2015,Q2,1,0
E08000036,96.7,93.8,1092,1144,2014/2015,Q2,1,0
E10000023,97.1,95.1,1408,1523,2014/2015,Q2,1,0
E06000015,94.9,92.7,983,1039,2014/2015,Q2,1,0
E06000016,96.7,94.6,1309,1308,2014/2015,Q2,1,0
E06000017,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000018,92.2,91.1,1125,1106,2014/2015,Q2,1,0
E10000007,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000018,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000019,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000021,97.7,97.3,2281,2305,2014/2015,Q2,1,0
E10000024,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000019,95.2,95,476,476,2014/2015,Q2,1,0
E06000020,97.7,95,573,604,2014/2015,Q2,1,0
E06000021,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000051,96.8,95.2,754,754,2014/2015,Q2,1,0
E08000025,91.9,88.9,4488,4596,2014/2015,Q2,1,0
E08000026,96.9,97.9,1170,1216,2014/2015,Q2,1,0
E08000027,97.5,97.8,984,1004,2014/2015,Q2,1,0
E08000028,90.6,92.1,1208,1248,2014/2015,Q2,1,0
E08000029,96.4,95.5,689,639,2014/2015,Q2,1,0
E08000030,97.8,97,963,867,2014/2015,Q2,1,0
E08000031,91.8,92.7,977,926,2014/2015,Q2,1,0
E10000028,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000031,97,97.5,1449,1546,2014/2015,Q2,1,0
E10000034,94.9,94,1578,1684,2014/2015,Q2,1,0
E06000031,93.4,91.3,805,829,2014/2015,Q2,1,0
E06000032,92,90.3,933,939,2014/2015,Q2,1,0
E06000033,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000034,94.8,93.8,672,650,2014/2015,Q2,1,0
E06000055,96.8,94.8,564,617,2014/2015,Q2,1,0
E06000056,95.9,93.7,826,863,2014/2015,Q2,1,0
E10000003,92.9,91.3,1775,1901,2014/2015,Q2,1,0
E10000012,95.2,95.1,869,904,2014/2015,Q2,1,0
E10000015,96.8,95.6,3647,3961,2014/2015,Q2,1,0
E10000020,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000029,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E09000002,89.6,86.6,1027,1100,2014/2015,Q2,1,0
E09000003,71.7,68.599999999999994,1417,1508,2014/2015,Q2,1,0
E09000004,93.6,92.5,793,784,2014/2015,Q2,1,0
E09000005,90.7,85,1274,1272,2014/2015,Q2,1,0
E09000006,92.5,89.6,1026,1118,2014/2015,Q2,1,0
E09000007,92.3,86.3,661,634,2014/2015,Q2,1,0
E09000008,90,85.8,1521,1497,2014/2015,Q2,1,0
E09000009,88.5,86.1,1318,1613,2014/2015,Q2,1,0
E09000010,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E09000011,92.1,88.8,1209,1264,2014/2015,Q2,1,0
E09000012,84.8,90.1,1084,1088,2014/2015,Q2,1,0
E09000013,82.2,76.7,584,635,2014/2015,Q2,1,0
E09000014,93.5,87.1,1108,996,2014/2015,Q2,1,0
E09000015,83.3,N.A.,659,N.A.,2014/2015,Q2,1,0
E09000016,90.6,87.8,892,850,2014/2015,Q2,1,0
E09000017,93.7,90.7,1136,1144,2014/2015,Q2,1,0
E09000018,87.4,86.1,1114,1147,2014/2015,Q2,1,0
E09000019,97.6,97.6,677,701,2014/2015,Q2,1,0
E09000020,74.2,68.2,586,559,2014/2015,Q2,1,0
E09000021,94.4,88.8,624,707,2014/2015,Q2,1,0
E09000022,93,89.3,1182,1145,2014/2015,Q2,1,0
E09000023,90.2,85.4,1237,1263,2014/2015,Q2,1,0
E09000024,93.6,86.5,751,763,2014/2015,Q2,1,0
E09000025,92.7,89.7,1520,1459,2014/2015,Q2,1,0
E09000026,89.6,85.5,1198,1286,2014/2015,Q2,1,0
E09000027,92.1,86.8,758,756,2014/2015,Q2,1,0
E09000028,90.5,89.3,1080,1158,2014/2015,Q2,1,0
E09000029,93.4,86.5,699,710,2014/2015,Q2,1,0
E09000030,94.4,93.4,1120,1193,2014/2015,Q2,1,0
E09000031,85.5,82.4,1249,1238,2014/2015,Q2,1,0
E09000032,87.4,83.6,1356,1317,2014/2015,Q2,1,0
E09000033,73,68.099999999999994,671,675,2014/2015,Q2,1,0
E06000035,89,88.2,1009,1021,2014/2015,Q2,1,0
E06000036,90.8,92.5,380,388,2014/2015,Q2,1,0
E06000037,92.1,90,429,462,2014/2015,Q2,1,0
E06000038,90.9,89,811,898,2014/2015,Q2,1,0
E06000039,91.6,88,679,675,2014/2015,Q2,1,0
E06000040,95.4,93.6,456,488,2014/2015,Q2,1,0
E06000041,92,91.5,389,472,2014/2015,Q2,1,0
E06000042,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000043,91.1,93.1,707,787,2014/2015,Q2,1,0
E06000044,95.5,94.7,713,723,2014/2015,Q2,1,0
E06000045,94.7,95.9,853,876,2014/2015,Q2,1,0
E06000046,88.2,94.3,348,348,2014/2015,Q2,1,0
E10000002,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000011,92.9,92,1346,1389,2014/2015,Q2,1,0
E10000014,96.1,94.4,3738,4124,2014/2015,Q2,1,0
E10000016,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000025,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000030,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E10000032,95,94.5,2401,2429,2014/2015,Q2,1,0
E06000022,94.7,94.3,505,508,2014/2015,Q2,1,0
E06000023,95,92.2,1654,1635,2014/2015,Q2,1,0
E06000024,97.2,96.3,598,591,2014/2015,Q2,1,0
E06000025,97.2,96.7,813,887,2014/2015,Q2,1,0
E06000026,95.6,95.5,803,875,2014/2015,Q2,1,0
E06000027,97.5,94.6,397,387,2014/2015,Q2,1,0
E06000030,94.2,96.4,765,828,2014/2015,Q2,1,0
E06000052,N.A.,N.A.,N.A.,N.A.,2014/2015,Q2,1,0
E06000054,97.3,95.5,1357,1412,2014/2015,Q2,1,0
E10000008,95.9,93.8,1852,2020,2014/2015,Q2,1,0
E10000013,94.7,95.7,1731,1761,2014/2015,Q2,1,0
E10000027,95.9,96.4,1449,1508,2014/2015,Q2,1,0
E06000057,98.4,96.1,754,887,2014/2015,Q2,1,0
E08000037,95.4,92.9,631,547,2014/2015,Q2,1,0
E06000059,95.7,96.7,924,948,2014/2015,Q2,1,0
E06000001,93.4,87.1,259,271,2014/2015,Q3,2,0
E06000002,95.8,91.7,502,569,2014/2015,Q3,2,0
E06000003,98,91.8,393,392,2014/2015,Q3,2,0
E06000004,95.7,93.9,581,591,2014/2015,Q3,2,0
E06000005,96.6,98.5,298,333,2014/2015,Q3,2,0
E06000047,98.3,99.4,1414,1449,2014/2015,Q3,2,0
E08000021,94.5,95.1,831,852,2014/2015,Q3,2,0
E08000022,98.9,97.5,621,640,2014/2015,Q3,2,0
E08000023,99,98.4,409,426,2014/2015,Q3,2,0
E08000024,97,97,728,745,2014/2015,Q3,2,0
E06000006,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000007,96.8,94.4,592,645,2014/2015,Q3,2,0
E06000008,95,92.9,524,534,2014/2015,Q3,2,0
E06000009,91.4,89.8,442,431,2014/2015,Q3,2,0
E06000049,97.5,93.4,983,1090,2014/2015,Q3,2,0
E06000050,97.3,93.9,875,885,2014/2015,Q3,2,0
E08000001,96.6,95.4,980,968,2014/2015,Q3,2,0
E08000002,95.4,92.1,681,648,2014/2015,Q3,2,0
E08000003,92.4,88.6,1840,1905,2014/2015,Q3,2,0
E08000004,96.4,96.4,862,906,2014/2015,Q3,2,0
E08000005,96.9,95.7,738,738,2014/2015,Q3,2,0
E08000006,94.2,96.6,874,884,2014/2015,Q3,2,0
E08000007,94.1,91.9,918,973,2014/2015,Q3,2,0
E08000008,96,94,649,713,2014/2015,Q3,2,0
E08000009,97,95.8,705,696,2014/2015,Q3,2,0
E08000010,97.3,95.3,936,954,2014/2015,Q3,2,0
E08000011,93.5,92.9,463,508,2014/2015,Q3,2,0
E08000012,95.4,95.2,1403,1494,2014/2015,Q3,2,0
E08000013,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E08000014,96,94.3,725,702,2014/2015,Q3,2,0
E08000015,95.5,95.8,940,948,2014/2015,Q3,2,0
E10000006,96.5,88.2,1252,1454,2014/2015,Q3,2,0
E10000017,88.3,87.3,3205,3412,2014/2015,Q3,2,0
E06000010,96.4,94.7,935,977,2014/2015,Q3,2,0
E06000011,92.2,95.6,704,753,2014/2015,Q3,2,0
E06000012,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000013,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000014,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E08000016,97.7,96.2,704,780,2014/2015,Q3,2,0
E08000017,94.9,93.3,907,956,2014/2015,Q3,2,0
E08000018,96.6,94.5,739,763,2014/2015,Q3,2,0
E08000019,93.8,90.9,1674,1698,2014/2015,Q3,2,0
E08000032,95,95.1,1933,2032,2014/2015,Q3,2,0
E08000033,93.6,94.7,654,694,2014/2015,Q3,2,0
E08000034,97.2,97.1,1375,1357,2014/2015,Q3,2,0
E08000035,96,94.4,2576,2654,2014/2015,Q3,2,0
E08000036,96.2,95.4,1080,1096,2014/2015,Q3,2,0
E10000023,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000015,94.5,92.3,925,1053,2014/2015,Q3,2,0
E06000016,96.1,94.8,1250,1333,2014/2015,Q3,2,0
E06000017,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000018,91.8,90.6,1105,1100,2014/2015,Q3,2,0
E10000007,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000018,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000019,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000021,97.7,96.3,2200,2266,2014/2015,Q3,2,0
E10000024,92.8,91.2,1397,1404,2014/2015,Q3,2,0
E06000019,94.6,93,464,489,2014/2015,Q3,2,0
E06000020,96.4,95.5,559,554,2014/2015,Q3,2,0
E06000021,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000051,97.5,96.2,688,703,2014/2015,Q3,2,0
E08000025,91.9,89.2,4337,4432,2014/2015,Q3,2,0
E08000026,96.8,97.4,1121,1162,2014/2015,Q3,2,0
E08000027,98,96.7,952,989,2014/2015,Q3,2,0
E08000028,89.3,88.7,1092,1279,2014/2015,Q3,2,0
E08000029,97,96.6,644,677,2014/2015,Q3,2,0
E08000030,97.7,98.6,831,888,2014/2015,Q3,2,0
E08000031,89.5,89.1,904,917,2014/2015,Q3,2,0
E10000028,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000031,97.7,98.2,1507,1534,2014/2015,Q3,2,0
E10000034,94.7,94.5,1512,1677,2014/2015,Q3,2,0
E06000031,95.6,91.9,711,792,2014/2015,Q3,2,0
E06000032,94.5,91.7,875,864,2014/2015,Q3,2,0
E06000033,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000034,95,91.9,576,667,2014/2015,Q3,2,0
E06000055,95.6,94.1,544,574,2014/2015,Q3,2,0
E06000056,95.6,96,791,875,2014/2015,Q3,2,0
E10000003,93.4,91.1,1556,1644,2014/2015,Q3,2,0
E10000012,95.5,95.7,917,968,2014/2015,Q3,2,0
E10000015,97.3,95.4,3826,3931,2014/2015,Q3,2,0
E10000020,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000029,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E09000002,91.7,85.9,942,997,2014/2015,Q3,2,0
E09000003,84.1,78.099999999999994,1444,1510,2014/2015,Q3,2,0
E09000004,93.4,90.9,717,781,2014/2015,Q3,2,0
E09000005,92.5,85.9,1214,1281,2014/2015,Q3,2,0
E09000006,93.4,88.3,1024,1103,2014/2015,Q3,2,0
E09000007,92.9,86.9,660,657,2014/2015,Q3,2,0
E09000008,87.6,86,1350,1501,2014/2015,Q3,2,0
E09000009,87.8,85.3,1220,1528,2014/2015,Q3,2,0
E09000010,87.1,86,1089,1136,2014/2015,Q3,2,0
E09000011,91.5,88.8,1111,1238,2014/2015,Q3,2,0
E09000012,85,88.3,1069,1131,2014/2015,Q3,2,0
E09000013,84.8,71.900000000000006,638,619,2014/2015,Q3,2,0
E09000014,93.7,85.3,1025,999,2014/2015,Q3,2,0
E09000015,90.7,84.9,735,741,2014/2015,Q3,2,0
E09000016,93.8,88.1,773,774,2014/2015,Q3,2,0
E09000017,93.5,88.2,953,1065,2014/2015,Q3,2,0
E09000018,92.2,79.5,1099,1113,2014/2015,Q3,2,0
E09000019,96.7,95,646,654,2014/2015,Q3,2,0
E09000020,76.7,65.7,571,580,2014/2015,Q3,2,0
E09000021,93.3,90.7,631,709,2014/2015,Q3,2,0
E09000022,92.4,88.4,1172,1120,2014/2015,Q3,2,0
E09000023,91,87.3,1186,1216,2014/2015,Q3,2,0
E09000024,91.4,87.8,700,748,2014/2015,Q3,2,0
E09000025,91.5,88.6,1334,1468,2014/2015,Q3,2,0
E09000026,89.9,84.4,1172,1217,2014/2015,Q3,2,0
E09000027,90.7,86.7,723,757,2014/2015,Q3,2,0
E09000028,90.2,86.4,1096,1065,2014/2015,Q3,2,0
E09000029,91.6,87.8,651,696,2014/2015,Q3,2,0
E09000030,94.9,90.3,1060,1043,2014/2015,Q3,2,0
E09000031,89.4,83.5,1156,1192,2014/2015,Q3,2,0
E09000032,92,84.9,1268,1367,2014/2015,Q3,2,0
E09000033,79.3,72.099999999999994,646,714,2014/2015,Q3,2,0
E06000035,86.3,86.1,944,1005,2014/2015,Q3,2,0
E06000036,94.5,92.5,346,400,2014/2015,Q3,2,0
E06000037,94.4,93.8,396,471,2014/2015,Q3,2,0
E06000038,93.7,89.9,765,849,2014/2015,Q3,2,0
E06000039,92.8,90.4,636,664,2014/2015,Q3,2,0
E06000040,91.8,93,464,497,2014/2015,Q3,2,0
E06000041,95.5,91.3,377,450,2014/2015,Q3,2,0
E06000042,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E06000043,92.3,90.4,770,793,2014/2015,Q3,2,0
E06000044,94.7,93.5,697,692,2014/2015,Q3,2,0
E06000045,95.9,95.6,864,856,2014/2015,Q3,2,0
E06000046,92.9,90.9,339,342,2014/2015,Q3,2,0
E10000002,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000011,93.6,91.2,1336,1382,2014/2015,Q3,2,0
E10000014,96.1,94.3,3719,4067,2014/2015,Q3,2,0
E10000016,89.8,88.5,4251,4575,2014/2015,Q3,2,0
E10000025,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
E10000030,N/A,N.A.,N/A,N.A.,2014/2015,Q3,2,0
