ONS_Code,PCV_12m,PCV_24m,Population_12m,Population_24m,Year,Quarter,Timepoint,Vaccine_Schedule
E09000010,89.8,83.1,1066,1191,2017/2018,Q2,1,0
E09000014,90,85.2,910,974,2017/2018,Q2,1,0
E09000015,90.5,81.7,893,870,2017/2018,Q2,1,0
E09000016,95,91.9,863,966,2017/2018,Q2,1,0
E09000017,92.1,85.5,1115,1020,2017/2018,Q2,1,0
E09000018,89.3,79.9,1098,1115,2017/2018,Q2,1,0
E09000021,92.7,88.3,409,639,2017/2018,Q2,1,0
E09000024,92.6,85.9,701,709,2017/2018,Q2,1,0
E09000025,86.7,84.9,1254,1501,2017/2018,Q2,1,0
E09000026,90.9,85.1,1152,1215,2017/2018,Q2,1,0
E09000027,90.3,85.4,627,644,2017/2018,Q2,1,0
E09000029,91.7,90.7,675,656,2017/2018,Q2,1,0
E09000031,88.7,80.5,1145,1172,2017/2018,Q2,1,0
E06000011,97.2,95.7,738,764,2017/2018,Q2,1,0
E06000010,94.4,91.9,975,948,2017/2018,Q2,1,0
E06000012,97.4,95.6,504,527,2017/2018,Q2,1,0
E06000013,94.4,93.2,481,511,2017/2018,Q2,1,0
E10000023,95.2,95.6,1403,1411,2017/2018,Q2,1,0
E06000014,95.2,98.1,505,574,2017/2018,Q2,1,0
E08000016,97.4,96,759,727,2017/2018,Q2,1,0
E08000017,92.9,92.7,913,892,2017/2018,Q2,1,0
E08000018,96.5,95.9,762,724,2017/2018,Q2,1,0
E08000019,93.2,92.9,1646,1642,2017/2018,Q2,1,0
E08000032,93.2,93.4,2015,2021,2017/2018,Q2,1,0
E08000033,95.3,95.4,641,604,2017/2018,Q2,1,0
E08000034,95.4,95.1,1378,1338,2017/2018,Q2,1,0
E08000035,93.2,93,2685,2593,2017/2018,Q2,1,0
E08000036,96.8,94.4,1102,1128,2017/2018,Q2,1,0
E08000001,98.1,97.4,971,933,2017/2018,Q2,1,0
E08000002,93.5,87.9,601,639,2017/2018,Q2,1,0
E08000003,94.5,89.9,2024,2077,2017/2018,Q2,1,0
E08000004,95.6,93.4,936,884,2017/2018,Q2,1,0
E08000005,95.8,93.7,795,745,2017/2018,Q2,1,0
E08000006,93.2,93.3,965,912,2017/2018,Q2,1,0
E08000007,96,93.1,881,929,2017/2018,Q2,1,0
E08000008,97.1,98.6,699,706,2017/2018,Q2,1,0
E08000009,95.9,95.9,732,736,2017/2018,Q2,1,0
E08000010,96.9,96.2,911,939,2017/2018,Q2,1,0
E10000017,88.8,89,3449,3505,2017/2018,Q2,1,0
E06000008,92.2,92.4,549,596,2017/2018,Q2,1,0
E06000009,93.7,89.5,443,401,2017/2018,Q2,1,0
E06000001,93.9,94.4,295,285,2017/2018,Q2,1,0
E06000002,94.9,91.7,526,505,2017/2018,Q2,1,0
E06000003,96,94.5,378,361,2017/2018,Q2,1,0
E06000004,94.6,95.2,629,586,2017/2018,Q2,1,0
E06000047,98,97.6,1419,1428,2017/2018,Q2,1,0
E06000005,96.5,94.6,289,276,2017/2018,Q2,1,0
E10000006,96.4,96.2,1238,1282,2017/2018,Q2,1,0
E08000021,95.2,92.8,813,830,2017/2018,Q2,1,0
E08000022,97.8,96.4,591,611,2017/2018,Q2,1,0
E08000023,98,97,456,461,2017/2018,Q2,1,0
E08000024,94.9,95.8,805,737,2017/2018,Q2,1,0
E08000015,96.2,95.9,920,996,2017/2018,Q2,1,0
E06000007,97.4,94.8,583,635,2017/2018,Q2,1,0
E06000049,95.1,93.4,986,999,2017/2018,Q2,1,0
E06000050,95.5,93.5,875,930,2017/2018,Q2,1,0
E08000011,94.7,90.8,506,510,2017/2018,Q2,1,0
E08000012,94.9,94.4,1546,1448,2017/2018,Q2,1,0
E08000014,94.7,91.9,735,730,2017/2018,Q2,1,0
E08000013,94.2,91.5,536,556,2017/2018,Q2,1,0
E06000006,94.9,96.2,372,391,2017/2018,Q2,1,0
E10000007,96.4,96.4,1974,2051,2017/2018,Q2,1,0
E06000015,93.8,87.9,903,884,2017/2018,Q2,1,0
E10000024,96.1,93.2,2292,2208,2017/2018,Q2,1,0
E06000018,91,89,1162,1204,2017/2018,Q2,1,0
E10000028,96.6,94.5,2310,2262,2017/2018,Q2,1,0
E06000021,95.3,95.5,921,926,2017/2018,Q2,1,0
E06000051,95.4,95.9,738,733,2017/2018,Q2,1,0
E06000020,95.2,93.3,547,549,2017/2018,Q2,1,0
E10000031,96.8,96.6,1388,1534,2017/2018,Q2,1,0
E08000026,93.7,95.6,1092,998,2017/2018,Q2,1,0
E06000019,94.6,96.7,427,399,2017/2018,Q2,1,0
E10000034,96.6,97.4,1443,1419,2017/2018,Q2,1,0
E08000025,90.5,87.4,4725,4435,2017/2018,Q2,1,0
E08000027,96.7,95.7,1067,1039,2017/2018,Q2,1,0
E08000028,92.6,88.4,1132,1087,2017/2018,Q2,1,0
E08000029,90.8,91.5,542,543,2017/2018,Q2,1,0
E08000030,96.7,92.5,986,1014,2017/2018,Q2,1,0
E08000031,94.6,89.6,858,894,2017/2018,Q2,1,0
E10000021,95.3,93.6,2357,2436,2017/2018,Q2,1,0
E10000015,94.1,93.6,3850,3915,2017/2018,Q2,1,0
E06000032,92.5,86.8,903,884,2017/2018,Q2,1,0
E06000042,95.9,94.9,959,1068,2017/2018,Q2,1,0
E06000055,96.5,93.1,546,580,2017/2018,Q2,1,0
E06000056,96.3,92.7,814,833,2017/2018,Q2,1,0
E10000019,94,91.5,1987,2108,2017/2018,Q2,1,0
E10000018,97.2,96,1768,1834,2017/2018,Q2,1,0
E06000016,95.6,94.5,1313,1312,2017/2018,Q2,1,0
E06000017,94.2,88.9,103,99,2017/2018,Q2,1,0
E10000020,96,95.1,2325,2420,2017/2018,Q2,1,0
E10000029,96.5,94.5,1992,2095,2017/2018,Q2,1,0
E10000003,94.4,93.4,2123,2315,2017/2018,Q2,1,0
E06000031,94.5,90.8,767,783,2017/2018,Q2,1,0
E10000012,94.9,93,4486,4596,2017/2018,Q2,1,0
E06000033,94.6,88,553,548,2017/2018,Q2,1,0
E06000034,89.1,85.4,670,724,2017/2018,Q2,1,0
E10000027,95,92.7,1453,1473,2017/2018,Q2,1,0
E06000023,95.4,91.2,1576,1469,2017/2018,Q2,1,0
E06000024,97.2,93.9,564,603,2017/2018,Q2,1,0
E06000025,96.6,93.9,764,814,2017/2018,Q2,1,0
E06000052,93.4,93.9,1379,1471,2017/2018,Q2,1,0
E10000008,93.6,91.6,1803,1939,2017/2018,Q2,1,0
E06000026,95.8,95.4,718,823,2017/2018,Q2,1,0
E06000027,94.9,95.9,334,386,2017/2018,Q2,1,0
E10000016,91.9,91.2,4604,4574,2017/2018,Q2,1,0
E06000035,86.5,90,1072,963,2017/2018,Q2,1,0
E10000030,90,88.8,3496,3635,2017/2018,Q2,1,0
E10000032,95.3,95,2318,2355,2017/2018,Q2,1,0
E10000011,93.7,92.3,1401,1274,2017/2018,Q2,1,0
E06000043,89.4,90.8,707,731,2017/2018,Q2,1,0
E06000054,96.8,95.6,1315,1396,2017/2018,Q2,1,0
E06000030,92.7,93.8,755,773,2017/2018,Q2,1,0
E10000013,95.3,93.2,1770,1742,2017/2018,Q2,1,0
E06000022,96.2,96.2,477,520,2017/2018,Q2,1,0
E10000025,96.7,95,1957,1998,2017/2018,Q2,1,0
E10000002,95.7,94.1,1627,1646,2017/2018,Q2,1,0
E06000036,96.3,92.4,348,393,2017/2018,Q2,1,0
E06000037,90.4,90,417,439,2017/2018,Q2,1,0
E06000038,90.1,86,796,755,2017/2018,Q2,1,0
E06000039,94.3,88.3,649,649,2017/2018,Q2,1,0
E06000040,95.9,90.4,461,448,2017/2018,Q2,1,0
E06000041,95.5,93.5,401,429,2017/2018,Q2,1,0
E06000059,95.9,96,848,897,2017/2018,Q2,1,0
E06000057,87.7,91.4,781,764,2017/2018,Q2,1,0
E08000037,93.3,94.3,594,581,2017/2018,Q2,1,0
E06000046,92.1,81.3,302,310,2017/2018,Q3,2,0
E10000014,95,92.2,3465,3723,2017/2018,Q3,2,0
E06000044,95.1,95.1,597,675,2017/2018,Q3,2,0
E06000045,95.4,94.8,765,791,2017/2018,Q3,2,0
E09000007,86.5,82.9,637,613,2017/2018,Q3,2,0
E09000011,91.7,86,1092,1092,2017/2018,Q3,2,0
E09000012,77.2,77,1093,1175,2017/2018,Q3,2,0
E09000013,88.3,79.9,596,586,2017/2018,Q3,2,0
E09000019,89.4,85.3,719,680,2017/2018,Q3,2,0
E09000020,81.8,72.9,599,554,2017/2018,Q3,2,0
E09000022,89.2,82.6,1138,1086,2017/2018,Q3,2,0
E09000023,90.4,88.4,1183,1174,2017/2018,Q3,2,0
E09000028,90.4,83.7,1046,928,2017/2018,Q3,2,0
E09000030,92.9,89.7,1158,1170,2017/2018,Q3,2,0
E09000032,90.6,85.4,1276,1290,2017/2018,Q3,2,0
E09000033,81.6,70.9,512,501,2017/2018,Q3,2,0
E09000002,92.8,85.6,908,1019,2017/2018,Q3,2,0
E09000003,88.6,86.3,1224,451,2017/2018,Q3,2,0
E09000004,93.4,87.6,738,772,2017/2018,Q3,2,0
E09000005,90.4,82.3,1167,1151,2017/2018,Q3,2,0
E09000006,95.3,89.4,1007,1057,2017/2018,Q3,2,0
E09000008,83.7,80.3,1392,1427,2017/2018,Q3,2,0
E09000009,89.6,81.8,1323,1308,2017/2018,Q3,2,0
E09000010,88.3,81.9,1164,1224,2017/2018,Q3,2,0
E09000014,86.7,85.3,994,1026,2017/2018,Q3,2,0
E09000015,88.8,82.5,811,862,2017/2018,Q3,2,0
E09000016,94.8,91.2,861,935,2017/2018,Q3,2,0
E09000017,93.3,82.6,990,1040,2017/2018,Q3,2,0
E09000018,89.6,79.9,998,1044,2017/2018,Q3,2,0
E09000021,90.1,86,654,720,2017/2018,Q3,2,0
E09000024,92.1,86.8,672,729,2017/2018,Q3,2,0
E09000025,89,82.6,1464,1483,2017/2018,Q3,2,0
E09000026,88.6,84.9,1162,1122,2017/2018,Q3,2,0
E09000027,88.9,85.6,624,665,2017/2018,Q3,2,0
E09000029,88.8,89.5,635,639,2017/2018,Q3,2,0
E09000031,91.1,86.7,1130,1119,2017/2018,Q3,2,0
E06000011,98,96.6,664,702,2017/2018,Q3,2,0
E06000010,93.7,93.4,930,954,2017/2018,Q3,2,0
E06000012,97.2,95.5,503,464,2017/2018,Q3,2,0
E06000013,94.9,93.2,469,500,2017/2018,Q3,2,0
E10000023,94.8,93.6,1327,1391,2017/2018,Q3,2,0
E06000014,95.5,94.4,513,531,2017/2018,Q3,2,0
E08000016,96.6,95.9,735,699,2017/2018,Q3,2,0
E08000017,93.4,90.4,848,894,2017/2018,Q3,2,0
E08000018,96.9,91.9,765,848,2017/2018,Q3,2,0
E08000019,95.5,94.8,1655,1717,2017/2018,Q3,2,0
E08000032,92.8,91.7,1931,1962,2017/2018,Q3,2,0
E08000033,95.5,94.7,627,646,2017/2018,Q3,2,0
E08000034,96.5,93.6,1364,1370,2017/2018,Q3,2,0
E08000035,94.4,93.3,2517,2575,2017/2018,Q3,2,0
E08000036,96.6,96.7,1040,1063,2017/2018,Q3,2,0
E08000001,98.3,96.2,922,947,2017/2018,Q3,2,0
E08000002,92.5,89.9,577,633,2017/2018,Q3,2,0
E08000003,93.8,90.8,1821,1957,2017/2018,Q3,2,0
E08000004,95.1,94.4,804,888,2017/2018,Q3,2,0
E08000005,96.2,94.1,811,746,2017/2018,Q3,2,0
E08000006,92.1,91.7,875,911,2017/2018,Q3,2,0
E08000007,95.3,95.8,875,876,2017/2018,Q3,2,0
E08000008,98.8,97.1,678,682,2017/2018,Q3,2,0
E08000009,95.9,96.1,664,743,2017/2018,Q3,2,0
E08000010,97,95.1,869,859,2017/2018,Q3,2,0
E10000017,84.9,89.9,3048,3082,2017/2018,Q3,2,0
E06000008,92.5,90.5,493,476,2017/2018,Q3,2,0
E06000009,95.8,92.2,428,474,2017/2018,Q3,2,0
E06000001,91.5,90.3,246,267,2017/2018,Q3,2,0
E06000002,95.2,94.2,476,468,2017/2018,Q3,2,0
E06000003,95.7,97.3,349,336,2017/2018,Q3,2,0
E06000004,97.6,92.7,546,565,2017/2018,Q3,2,0
E06000047,98.5,97,1385,1446,2017/2018,Q3,2,0
E06000005,97.6,92,245,286,2017/2018,Q3,2,0
E10000006,96.9,96.5,1215,1241,2017/2018,Q3,2,0
E08000021,94.4,92,840,855,2017/2018,Q3,2,0
E08000022,98.1,96.1,530,588,2017/2018,Q3,2,0
E08000023,98.4,96,373,428,2017/2018,Q3,2,0
E08000024,95,94.9,762,731,2017/2018,Q3,2,0
E08000015,96.2,94.1,851,943,2017/2018,Q3,2,0
E06000007,96.7,94.8,599,621,2017/2018,Q3,2,0
E06000049,96.9,95.2,946,1006,2017/2018,Q3,2,0
E06000050,95.3,96.1,740,938,2017/2018,Q3,2,0
E08000011,92.7,89.9,468,465,2017/2018,Q3,2,0
E08000012,94.9,92.9,1468,1495,2017/2018,Q3,2,0
E08000014,94,92.5,664,671,2017/2018,Q3,2,0
E08000013,93.6,90.8,530,520,2017/2018,Q3,2,0
E06000006,95.9,93.1,368,394,2017/2018,Q3,2,0
E10000007,97,96.5,1987,2021,2017/2018,Q3,2,0
E06000015,93.6,90,856,877,2017/2018,Q3,2,0
E10000024,96.2,93.9,2224,2327,2017/2018,Q3,2,0
E06000018,90.7,88.5,1025,1036,2017/2018,Q3,2,0
E10000028,96.8,94.9,2117,2196,2017/2018,Q3,2,0
E06000021,93.7,93.8,874,886,2017/2018,Q3,2,0
E06000051,96.5,94.6,766,740,2017/2018,Q3,2,0
E06000020,96.6,92.1,506,520,2017/2018,Q3,2,0
E10000031,98.4,97.2,1471,1419,2017/2018,Q3,2,0
E08000026,96.4,96.1,1027,1060,2017/2018,Q3,2,0
E06000019,97.4,97.6,427,416,2017/2018,Q3,2,0
E10000034,96.9,96.8,1435,1442,2017/2018,Q3,2,0
E08000025,90.4,87.6,4385,4444,2017/2018,Q3,2,0
E08000027,96.6,95.9,944,923,2017/2018,Q3,2,0
E08000028,91.9,90.9,1013,1054,2017/2018,Q3,2,0
E08000029,94.8,92.4,538,567,2017/2018,Q3,2,0
E08000030,93.9,93.2,958,950,2017/2018,Q3,2,0
E08000031,94.3,90.4,843,878,2017/2018,Q3,2,0
E10000021,94.4,94.5,2250,2251,2017/2018,Q3,2,0
E10000015,94.6,93.1,3619,3878,2017/2018,Q3,2,0
E06000032,92.6,87.4,862,871,2017/2018,Q3,2,0
E06000042,95.7,91.8,938,993,2017/2018,Q3,2,0
E06000055,94.8,92.4,556,554,2017/2018,Q3,2,0
E06000056,96.8,92.9,787,850,2017/2018,Q3,2,0
E10000019,93.9,90.1,1836,2073,2017/2018,Q3,2,0
E10000018,97.2,97.5,1776,1815,2017/2018,Q3,2,0
E06000016,95.1,94.2,1217,1268,2017/2018,Q3,2,0
E06000017,95,94.4,80,71,2017/2018,Q3,2,0
E10000020,95.6,93.7,2230,2316,2017/2018,Q3,2,0
E10000029,95.2,92.4,1929,2074,2017/2018,Q3,2,0
E10000003,95,93.2,1799,1931,2017/2018,Q3,2,0
E06000031,91.1,89.9,662,741,2017/2018,Q3,2,0
E10000012,95,91.4,4214,4365,2017/2018,Q3,2,0
E06000033,93.7,91.2,559,592,2017/2018,Q3,2,0
E06000034,93.4,87.8,617,633,2017/2018,Q3,2,0
E10000027,95.1,93.3,1314,1470,2017/2018,Q3,2,0
E06000023,94.6,90.9,1580,1572,2017/2018,Q3,2,0
E06000024,96.1,95.7,516,552,2017/2018,Q3,2,0
E06000025,96.5,95.4,750,801,2017/2018,Q3,2,0
E06000052,95,91.5,1336,1381,2017/2018,Q3,2,0
E10000008,93.6,92.5,1753,1819,2017/2018,Q3,2,0
E06000026,97,96.2,724,813,2017/2018,Q3,2,0
E06000027,94.1,95.4,306,351,2017/2018,Q3,2,0
E10000016,92.2,90.6,4335,4426,2017/2018,Q3,2,0
E06000035,92.6,90,855,886,2017/2018,Q3,2,0
E10000030,90.1,89.3,3404,3641,2017/2018,Q3,2,0
E10000032,96,95,2141,2332,2017/2018,Q3,2,0
E10000011,93.8,93.2,1161,1253,2017/2018,Q3,2,0
E06000043,91.1,90.9,716,712,2017/2018,Q3,2,0
E06000054,94.6,94.8,1240,1375,2017/2018,Q3,2,0
E06000030,95.3,93.9,751,743,2017/2018,Q3,2,0
E10000013,95.4,93.2,1668,1795,2017/2018,Q3,2,0
E06000022,96.5,94.9,491,527,2017/2018,Q3,2,0
E10000025,95.4,92.9,1909,1989,2017/2018,Q3,2,0
E10000002,95,93.8,1501,1587,2017/2018,Q3,2,0
E06000036,95.5,91.8,352,366,2017/2018,Q3,2,0
E06000037,91.7,90,373,412,2017/2018,Q3,2,0
E06000038,91.9,85.9,689,797,2017/2018,Q3,2,0
E06000039,93.1,86.9,610,639,2017/2018,Q3,2,0
E06000040,96,92.5,429,426,2017/2018,Q3,2,0
E06000041,95.9,95.2,364,442,2017/2018,Q3,2,0
