ONS_Code,UTLA_Name,Population_12m,PCV_12m,Population_24m,PCV_24m,Year,Quarter,Timepoint,Vaccine_Schedule
E09000011,Greenwich,910,93.1868131868132,921,84.6905537459283,2023/2024,Q1,0,1
E09000012,Hackney,963,73.1048805815161,1082,66.358595194085,2023/2024,Q1,0,1
E09000013,Hammersmith and Fulham,589,88.1154499151104,587,79.8977853492334,2023/2024,Q1,0,1
E09000014,Haringey,776,89.1752577319588,876,79.337899543379,2023/2024,Q1,0,1
E09000015,Harrow,735,89.3877551020408,720,83.1944444444445,2023/2024,Q1,0,1
E09000016,Havering,833,93.0372148859544,866,86.4896073903002,2023/2024,Q1,0,1
E09000017,Hillingdon,896,94.4196428571429,947,87.117212249208,2023/2024,Q1,0,1
E09000018,Hounslow,861,91.0569105691057,897,84.5039018952062,2023/2024,Q1,0,1
E09000019,Islington,617,87.5202593192869,619,81.2600969305331,2023/2024,Q1,0,1
E09000020,Kensington and Chelsea,475,77.2631578947369,543,74.4014732965009,2023/2024,Q1,0,1
E09000021,Kingston upon Thames,481,91.6839916839917,518,90.1544401544402,2023/2024,Q1,0,1
E09000022,Lambeth,876,88.3561643835617,868,83.7557603686636,2023/2024,Q1,0,1
E09000023,Lewisham,935,91.0160427807487,934,83.9400428265525,2023/2024,Q1,0,1
E09000024,Merton,545,92.2935779816514,605,83.305785123967,2023/2024,Q1,0,1
E09000025,Newham,1505,88.9700996677741,1431,79.2452830188679,2023/2024,Q1,0,1
E09000026,Redbridge,1069,88.400374181478,1165,83.0042918454936,2023/2024,Q1,0,1
E09000027,Richmond upon Thames,443,79.4582392776524,554,76.8953068592058,2023/2024,Q1,0,1
E09000028,Southwark,760,91.4473684210526,752,79.9202127659575,2023/2024,Q1,0,1
E09000029,Sutton,499,94.9899799599198,582,88.1443298969072,2023/2024,Q1,0,1
E09000030,Tower Hamlets,981,90.2140672782875,970,83.4020618556701,2023/2024,Q1,0,1
E09000031,Waltham Forest,1004,90.6374501992032,1039,82.5794032723773,2023/2024,Q1,0,1
E09000032,Wandsworth,998,90.4809619238477,1078,85.9925788497217,2023/2024,Q1,0,1
E09000033,Westminster,342,89.766081871345,414,81.1594202898551,2023/2024,Q1,0,1
E06000035,Medway,923,92.8494041170098,923,89.2741061755146,2023/2024,Q1,0,1
E06000036,Bracknell Forest,347,94.8126801152738,392,91.8367346938776,2023/2024,Q1,0,1
E06000037,West Berkshire,349,96.5616045845272,342,95.906432748538,2023/2024,Q1,0,1
E06000038,Reading,631,93.5023771790808,628,89.4904458598726,2023/2024,Q1,0,1
E06000039,Slough,540,91.1111111111111,555,87.9279279279279,2023/2024,Q1,0,1
E06000040,Windsor and Maidenhead,373,96.514745308311,428,92.5233644859813,2023/2024,Q1,0,1
E06000041,Wokingham,369,97.289972899729,436,91.743119266055,2023/2024,Q1,0,1
E06000042,Milton Keynes,725,96.2758620689655,894,91.3870246085011,2023/2024,Q1,0,1
E06000043,Brighton and Hove,514,94.3579766536965,578,91.1764705882353,2023/2024,Q1,0,1
E06000044,Portsmouth,506,96.0474308300395,608,92.2697368421053,2023/2024,Q1,0,1
E06000045,Southampton,742,95.0134770889488,775,89.9354838709678,2023/2024,Q1,0,1
E06000046,Isle of Wight,260,96.1538461538462,306,89.2156862745098,2023/2024,Q1,0,1
E10000011,East Sussex,1121,94.3800178412132,1194,91.4572864321608,2023/2024,Q1,0,1
E10000014,Hampshire,3244,97.4106041923551,3415,94.904831625183,2023/2024,Q1,0,1
E10000016,Kent,4171,94.5816350994965,4295,91.2689173457509,2023/2024,Q1,0,1
E10000025,Oxfordshire,1840,95.8152173913044,1866,93.3547695605573,2023/2024,Q1,0,1
E10000030,Surrey,2916,95.3017832647462,3300,83.8181818181818,2023/2024,Q1,0,1
E10000032,West Sussex,1975,93.0632911392405,2157,89.3370421882244,2023/2024,Q1,0,1
E10000002,Buckinghamshire,1451,94.3487250172295,1613,91.9404835709858,2023/2024,Q1,0,1
E06000022,Bath and North East Somerset,450,96,467,95.7173447537473,2023/2024,Q1,0,1
E06000023,Bristol,1212,94.3069306930693,1337,87.73373223635,2023/2024,Q1,0,1
E06000024,North Somerset,442,96.606334841629,538,94.4237918215613,2023/2024,Q1,0,1
E06000025,South Gloucestershire,656,96.0365853658537,687,94.9053857350801,2023/2024,Q1,0,1
E06000026,Plymouth,665,97.1428571428572,692,95.6647398843931,2023/2024,Q1,0,1
E06000027,Torbay,275,95.6363636363636,311,91.6398713826367,2023/2024,Q1,0,1
E06000030,Swindon,589,95.2461799660441,688,93.3139534883721,2023/2024,Q1,0,1
E06000052,Cornwall,1102,95.2813067150635,1203,91.6874480465503,2023/2024,Q1,0,1
E06000054,Wiltshire,1137,96.8337730870712,1170,95.3846153846154,2023/2024,Q1,0,1
E10000008,Devon,1517,95.4515491100857,1624,93.8423645320197,2023/2024,Q1,0,1
E06000059,Dorset,621,96.2962962962963,697,94.5480631276901,2023/2024,Q1,0,1
E10000013,Gloucestershire,1478,95.6021650879567,1534,92.6988265971317,2023/2024,Q1,0,1
E10000027,Somerset,1239,94.7538337368846,1317,92.8625664388762,2023/2024,Q1,0,1
E06000058,"Bournemouth, Christchurch and Poole",897,96.4325529542921,1006,88.1709741550696,2023/2024,Q1,0,1
E06000001,Hartlepool,245,96.3265306122449,253,92.4901185770751,2023/2024,Q2,1,1
E06000002,Middlesbrough,465,92.9032258064516,494,87.8542510121458,2023/2024,Q2,1,1
E06000003,Redcar and Cleveland,341,97.3607038123167,350,94,2023/2024,Q2,1,1
E06000004,Stockton-on-Tees,517,96.9052224371373,535,95.3271028037383,2023/2024,Q2,1,1
E06000005,Darlington,259,95.7528957528958,290,91.0344827586207,2023/2024,Q2,1,1
E06000047,County Durham,1157,97.8392394122731,1307,95.6388676358072,2023/2024,Q2,1,1
E08000021,Newcastle upon Tyne,764,95.0261780104712,801,92.5093632958801,2023/2024,Q2,1,1
E08000022,North Tyneside,496,96.9758064516129,570,97.3684210526316,2023/2024,Q2,1,1
E08000023,South Tyneside,392,98.9795918367347,381,97.3753280839895,2023/2024,Q2,1,1
E08000024,Sunderland,675,98.0740740740741,697,95.1219512195122,2023/2024,Q2,1,1
E08000037,Gateshead,481,97.5051975051975,502,93.2270916334661,2023/2024,Q2,1,1
E06000057,Northumberland,672,98.0654761904762,721,96.6712898751734,2023/2024,Q2,1,1
E06000006,Halton,308,95.7792207792208,373,93.5656836461126,2023/2024,Q2,1,1
E06000007,Warrington,524,96.7557251908397,535,92.7102803738318,2023/2024,Q2,1,1
E06000008,Blackburn with Darwen,515,91.4563106796117,553,83.9059674502713,2023/2024,Q2,1,1
E06000009,Blackpool,414,93.719806763285,422,90.9952606635071,2023/2024,Q2,1,1
E06000049,Cheshire East,1005,95.0248756218905,1092,91.941391941392,2023/2024,Q2,1,1
E06000050,Cheshire West and Chester,820,95.7317073170732,923,94.7995666305525,2023/2024,Q2,1,1
E08000001,Bolton,927,93.0960086299892,926,90.9287257019439,2023/2024,Q2,1,1
E08000002,Bury,515,89.126213592233,572,83.2167832167832,2023/2024,Q2,1,1
E08000003,Manchester,1794,91.2486064659978,1846,85.4821235102925,2023/2024,Q2,1,1
E08000004,Oldham,823,89.4289185905225,849,84.0989399293286,2023/2024,Q2,1,1
E08000005,Rochdale,727,86.7950481430537,746,81.3672922252011,2023/2024,Q2,1,1
E08000006,Salford,890,88.9887640449438,940,85.3191489361702,2023/2024,Q2,1,1
E08000007,Stockport,763,95.0196592398427,858,90.7925407925408,2023/2024,Q2,1,1
E08000008,Tameside,629,91.5739268680445,664,90.0602409638554,2023/2024,Q2,1,1
E08000009,Trafford,542,95.0184501845018,627,93.7799043062201,2023/2024,Q2,1,1
E08000010,Wigan,858,96.5034965034965,962,91.8918918918919,2023/2024,Q2,1,1
E08000011,Knowsley,502,86.8525896414343,538,86.9888475836431,2023/2024,Q2,1,1
E08000012,Liverpool,1447,87.2149274360747,1574,81.0038119440915,2023/2024,Q2,1,1
E08000013,St. Helens,527,94.4971537001898,501,90.2195608782435,2023/2024,Q2,1,1
E08000014,Sefton,604,92.7152317880795,679,87.1870397643594,2023/2024,Q2,1,1
E08000015,Wirral,751,95.2063914780293,872,91.8577981651376,2023/2024,Q2,1,1
E10000006,Cumbria,1084,97.0479704797048,1183,95.7734573119189,2023/2024,Q2,1,1
E10000017,Lancashire,3109,94.7249919588292,3245,90.6009244992296,2023/2024,Q2,1,1
E06000010,Kingston upon Hull,806,93.6724565756824,886,88.3747178329571,2023/2024,Q2,1,1
E06000011,East Riding of Yorkshire,677,97.6366322008863,700,96.2857142857143,2023/2024,Q2,1,1
E06000012,North East Lincolnshire,434,96.5437788018433,416,94.7115384615384,2023/2024,Q2,1,1
E06000013,North Lincolnshire,409,93.398533007335,458,87.9912663755458,2023/2024,Q2,1,1
E06000014,York,439,96.3553530751709,441,93.6507936507937,2023/2024,Q2,1,1
E08000016,Barnsley,657,96.9558599695586,728,94.5054945054945,2023/2024,Q2,1,1
E08000017,Doncaster,887,95.4904171364149,955,89.8429319371728,2023/2024,Q2,1,1
E08000018,Rotherham,764,96.5968586387435,743,93.2705248990579,2023/2024,Q2,1,1
E08000019,Sheffield,1571,94.3984723106302,1650,91.6363636363636,2023/2024,Q2,1,1
E08000032,Bradford,1809,91.4870093974572,1835,85.7765667574932,2023/2024,Q2,1,1
E08000033,Calderdale,511,94.1291585127202,583,91.5951972555746,2023/2024,Q2,1,1
E08000034,Kirklees,1171,94.1076003415884,1279,91.6340891321345,2023/2024,Q2,1,1
E08000035,Leeds,2167,92.9395477618828,2363,87.5158696572154,2023/2024,Q2,1,1
E08000036,Wakefield,1051,96.6698382492864,1122,94.0285204991087,2023/2024,Q2,1,1
E10000023,North Yorkshire,1209,96.6914805624483,1339,94.100074682599,2023/2024,Q2,1,1
E06000015,Derby,812,95.8128078817734,872,89.908256880734,2023/2024,Q2,1,1
E06000016,Leicester,1122,94.8306595365419,1134,89.1534391534392,2023/2024,Q2,1,1
E06000017,Rutland,70,95.7142857142857,69,94.2028985507246,2023/2024,Q2,1,1
E06000018,Nottingham,816,89.9509803921569,932,85.8369098712447,2023/2024,Q2,1,1
E10000007,Derbyshire,1827,97.6464148877942,2013,95.926477893691,2023/2024,Q2,1,1
E10000018,Leicestershire,1730,95.7225433526012,1880,95,2023/2024,Q2,1,1
E10000019,Lincolnshire,1694,95.159386068477,1877,89.664358018114,2023/2024,Q2,1,1
E10000024,Nottinghamshire,1966,95.1678535096643,2184,92.3534798534799,2023/2024,Q2,1,1
E06000019,Herefordshire,384,96.6145833333334,458,94.5414847161572,2023/2024,Q2,1,1
E06000020,Telford and Wrekin,544,95.7720588235294,569,91.5641476274165,2023/2024,Q2,1,1
E06000021,Stoke-on-Trent,837,94.9820788530466,837,91.636798088411,2023/2024,Q2,1,1
E06000051,Shropshire,673,96.7310549777118,721,94.1747572815534,2023/2024,Q2,1,1
E08000025,Birmingham,3819,87.0384917517675,3923,80.6270711190416,2023/2024,Q2,1,1
E08000026,Coventry,1135,91.5418502202643,1242,85.829307568438,2023/2024,Q2,1,1
E08000027,Dudley,941,94.7927736450585,924,90.3679653679654,2023/2024,Q2,1,1
E08000028,Sandwell,1124,92.3487544483986,1180,85.5932203389831,2023/2024,Q2,1,1
E08000029,Solihull,521,93.4740882917466,585,92.4786324786325,2023/2024,Q2,1,1
E08000030,Walsall,917,94.7655398037077,981,92.0489296636086,2023/2024,Q2,1,1
E08000031,Wolverhampton,868,91.5898617511521,930,84.6236559139785,2023/2024,Q2,1,1
E10000028,Staffordshire,2100,95.3809523809524,2277,93.4123847167326,2023/2024,Q2,1,1
E10000031,Warwickshire,1539,95.3866146848603,1631,93.4396076026977,2023/2024,Q2,1,1
E10000034,Worcestershire,1454,95.8734525447043,1494,93.574297188755,2023/2024,Q2,1,1
E06000031,Peterborough,631,88.9064976228209,710,82.6760563380282,2023/2024,Q2,1,1
E06000032,Luton,850,89.8823529411765,992,83.4677419354839,2023/2024,Q2,1,1
E06000033,Southend-on-Sea,459,93.0283224400871,502,89.2430278884462,2023/2024,Q2,1,1
E06000034,Thurrock,559,89.087656529517,668,86.8263473053892,2023/2024,Q2,1,1
E06000055,Bedford,520,94.0384615384615,572,90.034965034965,2023/2024,Q2,1,1
E06000056,Central Bedfordshire,853,96.1313012895662,964,92.9460580912863,2023/2024,Q2,1,1
E10000003,Cambridgeshire,1648,96.0558252427185,1945,90.694087403599,2023/2024,Q2,1,1
E10000012,Essex,4145,94.4993968636912,4536,91.7768959435626,2023/2024,Q2,1,1
E10000015,Hertfordshire,3257,93.4602394841879,3672,91.3398692810457,2023/2024,Q2,1,1
E10000020,Norfolk,1950,96.5641025641026,2147,93.1532370749884,2023/2024,Q2,1,1
E10000029,Suffolk,1793,95.4266592303402,1919,92.9650859822824,2023/2024,Q2,1,1
E09000002,Barking and Dagenham,820,87.9268292682927,870,79.7701149425287,2023/2024,Q2,1,1
E09000003,Barnet,1177,90.3143585386576,1316,80.4711246200608,2023/2024,Q2,1,1
E09000004,Bexley,721,91.6782246879334,783,84.418901660281,2023/2024,Q2,1,1
E09000005,Brent,1069,91.2067352666043,1089,79.8898071625344,2023/2024,Q2,1,1
E09000006,Bromley,850,94.7058823529412,980,88.6734693877551,2023/2024,Q2,1,1
E09000007,Camden,570,88.5964912280702,627,79.2663476874003,2023/2024,Q2,1,1
E09000008,Croydon,1256,87.5,1276,79.4670846394984,2023/2024,Q2,1,1
E09000009,Ealing,1243,92.1158487530169,1221,85.5036855036855,2023/2024,Q2,1,1
E09000010,Enfield,1023,86.9012707722385,1083,76.5466297322253,2023/2024,Q2,1,1
E09000011,Greenwich,929,91.7115177610334,1010,85.4455445544554,2023/2024,Q2,1,1
E09000012,Hackney,950,71.6842105263158,1065,67.6995305164319,2023/2024,Q2,1,1
E09000013,Hammersmith and Fulham,579,87.5647668393783,609,78.9819376026273,2023/2024,Q2,1,1
E09000014,Haringey,810,85.3086419753087,898,80.0668151447662,2023/2024,Q2,1,1
E09000015,Harrow,800,88.125,881,83.3144154370034,2023/2024,Q2,1,1
E09000016,Havering,835,92.2155688622755,875,88.2285714285714,2023/2024,Q2,1,1
E09000017,Hillingdon,948,95.5696202531646,1049,86.463298379409,2023/2024,Q2,1,1
E09000018,Hounslow,923,90.7908992416035,987,84.5997973657548,2023/2024,Q2,1,1
E09000019,Islington,616,89.7727272727273,631,78.6053882725832,2023/2024,Q2,1,1
E09000020,Kensington and Chelsea,503,81.9085487077535,571,72.8546409807356,2023/2024,Q2,1,1
E09000021,Kingston upon Thames,460,93.695652173913,540,89.2592592592593,2023/2024,Q2,1,1
E09000022,Lambeth,926,90.7127429805616,976,82.6844262295082,2023/2024,Q2,1,1
E09000023,Lewisham,934,92.2912205567452,1005,84.2786069651741,2023/2024,Q2,1,1
E09000024,Merton,530,90.188679245283,632,82.753164556962,2023/2024,Q2,1,1
E09000025,Newham,1477,88.7610020311442,1455,79.106529209622,2023/2024,Q2,1,1
E09000026,Redbridge,1128,89.2730496453901,1226,78.9559543230016,2023/2024,Q2,1,1
E09000027,Richmond upon Thames,469,77.3987206823028,575,74.9565217391304,2023/2024,Q2,1,1
E09000028,Southwark,864,89.8148148148148,847,84.297520661157,2023/2024,Q2,1,1
E09000029,Sutton,523,93.3078393881453,600,86.3333333333333,2023/2024,Q2,1,1
E09000030,Tower Hamlets,972,91.7695473251029,1114,83.1238779174147,2023/2024,Q2,1,1
E09000031,Waltham Forest,926,90.7127429805616,1090,83.1192660550459,2023/2024,Q2,1,1
E09000032,Wandsworth,983,91.0478128179044,1049,84.4613918017159,2023/2024,Q2,1,1
E09000033,Westminster,397,83.8790931989924,438,78.9954337899543,2023/2024,Q2,1,1
E06000035,Medway,925,94.2702702702703,965,87.979274611399,2023/2024,Q2,1,1
E06000036,Bracknell Forest,365,96.4383561643836,418,88.5167464114833,2023/2024,Q2,1,1
E06000037,West Berkshire,382,94.5026178010471,382,95.2879581151833,2023/2024,Q2,1,1
E06000038,Reading,661,91.8305597579425,640,90.9375,2023/2024,Q2,1,1
E06000039,Slough,617,93.517017828201,563,87.3889875666075,2023/2024,Q2,1,1
E06000040,Windsor and Maidenhead,377,95.4907161803714,455,94.9450549450549,2023/2024,Q2,1,1
E06000041,Wokingham,365,95.3424657534246,419,93.5560859188544,2023/2024,Q2,1,1
E06000042,Milton Keynes,788,93.9086294416244,900,91.2222222222222,2023/2024,Q2,1,1
E06000043,Brighton and Hove,540,93.5185185185185,643,90.3576982892691,2023/2024,Q2,1,1
E06000044,Portsmouth,589,94.2275042444822,564,90.4255319148936,2023/2024,Q2,1,1
E06000045,Southampton,743,94.885598923284,805,88.6956521739131,2023/2024,Q2,1,1
E06000046,Isle of Wight,298,94.2953020134228,291,91.0652920962199,2023/2024,Q2,1,1
E10000011,East Sussex,1159,93.5289042277826,1323,91.005291005291,2023/2024,Q2,1,1
E10000014,Hampshire,3410,97.4193548387097,3770,94.7480106100796,2023/2024,Q2,1,1
E10000016,Kent,4310,94.7331786542924,4536,90.0352733686067,2023/2024,Q2,1,1
E10000025,Oxfordshire,1929,95.6454121306376,2124,93.6911487758945,2023/2024,Q2,1,1
E10000030,Surrey,3067,93.6746005868927,3550,71.2676056338028,2023/2024,Q2,1,1
E10000032,West Sussex,2103,93.4854969091774,2387,89.9874319229158,2023/2024,Q2,1,1
E10000002,Buckinghamshire,1449,95.9972394755003,1604,92.7680798004988,2023/2024,Q2,1,1
E06000022,Bath and North East Somerset,447,94.8545861297539,463,93.0885529157668,2023/2024,Q2,1,1
E06000023,Bristol,1299,93.3025404157044,1470,89.9319727891156,2023/2024,Q2,1,1
E06000024,North Somerset,513,95.7115009746589,573,93.891797556719,2023/2024,Q2,1,1
E06000025,South Gloucestershire,744,95.5645161290323,788,93.5279187817259,2023/2024,Q2,1,1
E06000026,Plymouth,649,97.6887519260401,757,93.5270805812417,2023/2024,Q2,1,1
E06000027,Torbay,252,93.6507936507937,303,90.7590759075908,2023/2024,Q2,1,1
E06000030,Swindon,619,94.9919224555735,676,92.1597633136095,2023/2024,Q2,1,1
E06000052,Cornwall,1155,93.9393939393939,1308,91.8195718654434,2023/2024,Q2,1,1
E06000054,Wiltshire,1183,96.9568892645816,1296,95.3703703703704,2023/2024,Q2,1,1
E10000008,Devon,1612,96.1538461538462,1798,94.9944382647386,2023/2024,Q2,1,1
E06000059,Dorset,670,97.1641791044776,714,92.7170868347339,2023/2024,Q2,1,1
E10000013,Gloucestershire,1536,95.4427083333333,1764,93.5374149659864,2023/2024,Q2,1,1
E10000027,Somerset,1283,96.2587685113017,1419,92.1775898520085,2023/2024,Q2,1,1
E06000058,"Bournemouth, Christchurch and Poole",955,91.0994764397906,1078,90.9090909090909,2023/2024,Q2,1,1
E06000001,Hartlepool,241,97.0954356846473,248,91.5322580645161,2023/2024,Q3,2,1
E06000002,Middlesbrough,463,95.4643628509719,476,83.8235294117647,2023/2024,Q3,2,1
E06000003,Redcar and Cleveland,340,96.1764705882353,351,92.8774928774929,2023/2024,Q3,2,1
E06000004,Stockton-on-Tees,447,98.2102908277405,513,92.3976608187134,2023/2024,Q3,2,1
E06000005,Darlington,253,95.6521739130435,275,92.3636363636364,2023/2024,Q3,2,1
E06000047,County Durham,1214,97.6112026359143,1278,94.9139280125196,2023/2024,Q3,2,1
